scenario,policy,seed,window,ssu_id,capacity_GiB_s,mean_demand_GiB_s,min_demand_GiB_s,max_demand_GiB_s,overload_percent,actual_GiB_s,busy_percent
full,mild,7,long_2_6s,2,40,69.33994970251543,34.38341373054203,111.26207438188467,98.74203628900501,39.03408432006835,97.58521080017087
full,mild,7,full_population,0,40,63.55623358063283,0.5330310376190186,146.75611559739988,95.3708073833889,35.550158488451956,88.87539622112989
full,mild,7,full_population,1,40,69.7945513067496,0.5464406234714172,160.6735293196655,96.4557532501119,39.04674461839065,97.61686154597662
full,mild,7,full_population,2,40,68.13486547163349,0.5296786411559196,156.73142081066885,96.4557532501119,38.10932077923644,95.2733019480911
full,od_baseline,19,warm_2_4s,0,40,120.34499684901077,94.88452763768002,150.31731133800642,100.0,36.52984666552735,91.32461666381836
full,od_baseline,19,warm_2_4s,1,40,131.84500468773703,104.18770254854736,163.58294169711857,100.0,40.0,100.0
full,od_baseline,19,warm_2_4s,2,40,128.31498597255003,101.68594396086729,161.54261376165113,100.0,38.95926666259764,97.3981666564941
full,od_baseline,19,long_2_6s,0,40,112.3819545124462,70.17155814788823,150.31731133800642,100.0,36.49412998827727,91.23532497069318
full,od_baseline,19,long_2_6s,1,40,123.46457937079177,79.53043827933632,163.58294169711857,100.0,40.0,100.0
full,od_baseline,19,long_2_6s,2,40,120.42589030810804,77.47168278031288,161.54261376165113,100.0,39.028755187988274,97.57188796997067
full,od_baseline,19,full_population,0,40,118.02011901897697,0.5585498462770495,182.73310160303612,98.16079893500296,35.809456303811395,89.52364075952848
full,od_baseline,19,full_population,1,40,129.72789336853202,0.6567725226560848,201.1960767301203,98.20386711781727,39.33154603720107,98.32886509300268
full,od_baseline,19,full_population,2,40,126.30933042437599,0.6142582298944479,194.43574054122578,98.20386711781727,38.38728476148136,95.96821190370339
full,od_baseline,43,warm_2_4s,0,40,131.0099335727282,84.39373944405209,172.89234512293368,100.0,36.12474140795501,90.31185351988752
full,od_baseline,43,warm_2_4s,1,40,145.193347806297,94.94913046724815,193.21749010589866,100.0,40.0,100.0
full,od_baseline,43,warm_2_4s,2,40,140.45818717019702,88.62045532078837,189.43892262478607,100.0,38.79543385180265,96.98858462950662
full,od_baseline,43,long_2_6s,0,40,123.14525053553352,84.39373944405209,172.89234512293368,100.0,36.08942413330078,90.22356033325195
full,od_baseline,43,long_2_6s,1,40,136.0508274239948,93.22329598525971,193.21749010589866,100.0,40.0,100.0
