npu,request_id,next_request_id,role,compute_layer,read_layer,start_ms,end_ms,D_ms,C_ms,deadline_ms,clipped_start_ms,clipped_end_ms,window_ms,actual_window_compute_ms,group,same_request,complete_cycle,V_GiB,B_GiB_s,mean_b_GiB_s,r
0,12,12,B,3,4,1975.0556470588215,2003.6484890547022,28.59284199588069,28.59284199588069,2003.6484890547022,2000.0,2003.6484890547022,3.6484890547021678,3.6484890547021678,gray,True,False,0.03759765625,1.3149324665039108,,
0,12,12,B,4,5,2003.6484890547022,2032.2413310505829,28.59284199588069,28.59284199588069,2032.2413310505829,2003.6484890547022,2032.2413310505829,28.59284199588069,28.59284199588069,B,True,True,0.03759765625,1.3149324665039108,1.3149324665039108,1.0
0,12,12,B,5,6,2032.2413310505829,2060.8341730464635,28.59284199588069,28.59284199588069,2060.8341730464635,2032.2413310505829,2060.8341730464635,28.59284199588069,28.59284199588069,B,True,True,0.03759765625,1.3149324665039108,1.3149324665039108,1.0
0,12,12,B,6,7,2060.8341730464635,2089.4270150423445,28.592841995880917,28.592841995880917,2089.4270150423445,2060.8341730464635,2089.4270150423445,28.592841995880917,28.592841995880917,B,True,True,0.03759765625,1.3149324665039004,1.3149324665039004,1.0
0,12,12,B,7,8,2089.4270150423445,2118.0198570382254,28.592841995880917,28.592841995880917,2118.0198570382254,2089.4270150423445,2118.0198570382254,28.592841995880917,28.592841995880917,B,True,True,0.03759765625,1.3149324665039004,1.3149324665039004,1.0
0,12,13,B,8,1,2118.0198570382254,2146.6126990341063,28.592841995880917,28.592841995880917,2146.6126990341063,2118.0198570382254,2146.6126990341063,28.592841995880917,28.592841995880917,gray,False,True,0.03759765625,1.3149324665039004,,
0,13,13,A,1,2,2146.6126990341063,2152.6367105826953,6.024011548588987,6.024011548588987,2152.6367105826953,2146.6126990341063,2152.6367105826953,6.024011548588987,6.024011548588987,A,True,True,0.171539306640625,28.475925926935663,28.475925926935663,1.0
0,13,13,A,2,3,2152.6367105826953,2158.6607221312843,6.024011548588987,6.024011548588987,2158.6607221312843,2152.6367105826953,2158.6607221312843,6.024011548588987,6.024011548588987,A,True,True,0.171539306640625,28.475925926935663,28.475925926935663,1.0
0,13,13,A,3,4,2158.6607221312843,2164.6847336798733,6.024011548588987,6.024011548588987,2164.6847336798733,2158.6607221312843,2164.6847336798733,6.024011548588987,6.024011548588987,A,True,True,0.171539306640625,28.475925926935663,28.475925926935663,1.0
0,13,13,A,4,5,2164.6847336798733,2171.0091081412875,6.324374461414209,6.024011548588987,2170.7087452284622,2164.6847336798733,2171.0091081412875,6.324374461414209,6.024011548588987,A,True,True,0.171539306640625,28.475925926935663,27.123521494055662,0.952507095419828
