start_ms,end_ms,D0_GiB_s,D1_GiB_s,D2_GiB_s,active_npus,A_active_npus,B_active_npus
2000.0,2005.632373590642,34.482159778913356,37.858637158208104,36.379939984954945,32,8,24
2005.632373590642,2006.7940056287514,34.57068831748342,37.858637158208104,36.29141144638488,32,8,24
2006.7940056287514,2007.6752006971108,34.65921685605349,37.858637158208104,36.20288290781481,32,8,24
2007.6752006971108,2007.973128553556,34.482159778913356,37.858637158208104,36.379939984954945,32,8,24
2007.973128553556,2008.2290947400795,34.57068831748342,37.858637158208104,36.29141144638488,32,8,24
2008.2290947400795,2008.2962334119545,34.39363124034329,37.858637158208104,36.46846852352501,32,8,24
2008.2962334119545,2008.3004295789467,34.65921685605349,37.858637158208104,36.20288290781481,32,8,24
2008.3004295789467,2008.3214104139076,34.65921685605349,37.858637158208104,36.20288290781481,32,8,24
2008.3214104139076,2020.8000636845802,35.01333101033375,37.858637158208104,35.84876875353455,32,8,24
2020.8000636845802,2021.9616957226897,34.74774539462356,37.858637158208104,36.114354369244744,32,8,24
2021.9616957226897,2022.842890791049,34.74774539462356,37.858637158208104,36.114354369244744,32,8,24
2022.842890791049,2023.1408186474944,34.924802471763684,37.858637158208104,35.93729729210461,32,8,24
2023.1408186474944,2023.3967848340178,34.65921685605349,37.858637158208104,36.20288290781481,32,8,24
2023.3967848340178,2023.4639235058928,34.924802471763684,37.858637158208104,35.93729729210461,32,8,24
2023.4639235058928,2023.468119672885,34.924802471763684,37.858637158208104,35.93729729210461,32,8,24
2023.468119672885,2023.489100507846,34.924802471763684,37.858637158208104,35.93729729210461,32,8,24
2023.489100507846,2045.6896157567517,34.836273933193624,37.858637158208104,36.02582583067468,32,8,24
2045.6896157567517,2048.404535800697,35.10185954890382,37.858637158208104,35.76024021496448,32,8,24
2048.404535800697,2049.789270908119,35.190388087473885,37.858637158208104,35.671711676394416,32,8,24
2049.789270908119,2050.3851266210095,35.190388087473885,37.858637158208104,35.671711676394416,32,8,24
2050.3851266210095,2050.88447049308,35.54450224175415,37.858637158208104,35.31759752211415,32,8,24
2050.88447049308,2051.027140170814,35.36744516461402,37.858637158208104,35.49465459925428,32,8,24
2051.027140170814,2051.0313363378064,35.455973703184085,37.858637158208104,35.406126060684215,32,8,24
2051.0313363378064,2051.0565133397595,35.190388087473885,37.858637158208104,35.671711676394416,32,8,24
2051.0565133397595,2071.0428567235485,34.92480247176369,37.858637158208104,35.93729729210462,32,8,24
2071.0428567235485,2073.153528720619,34.836273933193624,37.858637158208104,36.02582583067468,32,8,24
2073.153528720619,2074.450144321205,34.836273933193624,37.858637158208104,36.02582583067468,32,8,24
2074.450144321205,2074.945292026283,34.65921685605349,37.858637158208104,36.20288290781481,32,8,24
2074.945292026283,2075.243219882728,34.39363124034329,37.858637158208104,36.46846852352501,32,8,24
2075.243219882728,2075.3187508885876,34.30510270177322,37.858637158208104,36.55699706209508,32,8,24
2075.3187508885876,2075.3397317235485,34.482159778913356,37.858637158208104,36.379939984954945,32,8,24
2075.3397317235485,2075.369104892494,34.836273933193624,37.858637158208104,36.02582583067468,32,8,24
2075.369104892494,2087.075663436604,35.01333101033375,37.858637158208104,35.84876875353455,32,8,24
2087.075663436604,2088.6324413907055,35.10185954890382,37.858637158208104,35.76024021496448,32,8,24
