order_mode,npu,rowposition,role,profile,data_key,sim_category,request_id,sourceid,source_npu,original_request_id,arrival_ms,n_layers,per_layer_compute_ms,request_pure_compute_ms,total_gib_per_layer,request_total_read_gib,ssu0_gib_per_layer,ssu1_gib_per_layer,ssu2_gib_per_layer,ssu3_gib_per_layer,ssu4_gib_per_layer,ssu5_gib_per_layer,ssu0_blocks_per_layer,ssu1_blocks_per_layer,ssu2_blocks_per_layer,ssu3_blocks_per_layer,ssu4_blocks_per_layer,ssu5_blocks_per_layer
random,0,0,short,S3,64K/1024,SL,0,30000057,30,30000065,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
random,0,1,long,L,176K/1024,LL,1,11000003,11,11000003,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,233,233,234,234,233,233
random,0,2,long,L,176K/1024,LL,2,16000008,16,16000008,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,233,233,233,233,234,234
random,0,3,long,L,176K/1024,LL,3,5000007,5,5000007,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,233,234,234,233,233,233
random,0,4,long,L,176K/1024,LL,4,16000013,16,16000013,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,233,233,233,233,234,234
random,0,5,short,S3,64K/1024,SL,5,28000009,28,28000058,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
random,0,6,short,S3,64K/1024,SL,6,27000064,27,27000059,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
random,0,7,long,L,176K/1024,LL,7,1,0,1,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,234,234,233,233,233,233
random,0,8,short,S2,48K/1024,SL,8,24000027,24,24000036,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,63,63,63,63,62,62
random,0,9,long,L,176K/1024,LL,9,9000008,9,9000008,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,233,233,234,234,233,233
random,0,10,long,L,176K/1024,LL,10,6000004,6,6000004,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,233,234,234,233,233,233
random,0,11,short,S2,48K/1024,SL,11,27000060,27,27000041,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,63,63,63,63,62,62
random,0,12,long,L,176K/1024,LL,12,5000020,5,5000020,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,233,234,234,233,233,233
random,0,13,long,L,176K/1024,LL,13,12,0,12,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,234,234,233,233,233,233
random,0,14,long,L,176K/1024,LL,14,7000019,7,7000019,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,233,234,234,233,233,233
random,0,15,short,S3,64K/1024,SL,15,30000032,30,30000045,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
random,0,16,long,L,176K/1024,LL,16,1000001,1,1000001,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,234,234,233,233,233,233
random,0,17,long,L,176K/1024,LL,17,2000019,2,2000019,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,234,234,233,233,233,233
random,0,18,long,L,176K/1024,LL,18,4000000,4,4000000,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,233,234,234,233,233,233
random,0,19,short,S2,48K/1024,SL,19,25000028,25,25000037,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,63,63,63,63,62,62
random,0,20,long,L,176K/1024,LL,20,2000014,2,2000014,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,234,234,233,233,233,233
random,0,21,short,S2,48K/1024,SL,21,23000055,23,23000043,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,0.0105743408203125,63,63,63,62,62,63
random,0,22,short,S2,48K/1024,SL,22,20000044,20,20000036,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,0.0105743408203125,63,63,63,62,62,63
random,0,23,long,L,176K/1024,LL,23,17000006,17,17000006,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,233,233,233,233,234,234
random,1,0,short,S3,64K/1024,SL,1000000,30000063,30,30000052,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
random,1,1,short,S2,48K/1024,SL,1000001,25000033,25,25000022,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,63,63,63,63,62,62
random,1,2,long,L,176K/1024,LL,1000002,7,0,7,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,234,234,233,233,233,233
random,1,3,short,S3,64K/1024,SL,1000003,25000040,25,25000047,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
random,1,4,short,S2,48K/1024,SL,1000004,23000003,23,23000039,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,0.0105743408203125,63,63,63,62,62,63
random,1,5,long,L,176K/1024,LL,1000005,12000000,12,12000000,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,233,233,233,234,234,233
random,1,6,long,L,176K/1024,LL,1000006,3000000,3,3000000,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,234,234,233,233,233,233
random,1,7,long,L,176K/1024,LL,1000007,15000004,15,15000004,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,233,233,233,234,234,233
random,1,8,long,L,176K/1024,LL,1000008,19000012,19,19000012,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,233,233,233,233,234,234
random,1,9,short,S3,64K/1024,SL,1000009,25000024,25,25000061,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
random,1,10,long,L,176K/1024,LL,1000010,12000006,12,12000006,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,233,233,233,234,234,233
random,1,11,long,L,176K/1024,LL,1000011,13000013,13,13000013,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,233,233,233,234,234,233
random,1,12,short,S2,48K/1024,SL,1000012,25000004,25,25000041,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,63,63,63,63,62,62
random,1,13,long,L,176K/1024,LL,1000013,17000008,17,17000008,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,233,233,233,233,234,234
random,1,14,long,L,176K/1024,LL,1000014,12000018,12,12000018,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,233,233,233,234,234,233
random,1,15,long,L,176K/1024,LL,1000015,6000001,6,6000001,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,233,234,234,233,233,233
random,1,16,long,L,176K/1024,LL,1000016,18000011,18,18000011,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,233,233,233,233,234,234
random,1,17,short,S3,64K/1024,SL,1000017,25000039,25,25000063,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
random,1,18,long,L,176K/1024,LL,1000018,16000000,16,16000000,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,233,233,233,233,234,234
random,1,19,short,S2,48K/1024,SL,1000019,22000052,22,22000024,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,0.0105743408203125,63,63,63,62,62,63
random,1,20,long,L,176K/1024,LL,1000020,3000010,3,3000010,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,234,234,233,233,233,233
random,1,21,long,L,176K/1024,LL,1000021,18000014,18,18000014,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,233,233,233,233,234,234
random,1,22,long,L,176K/1024,LL,1000022,8000002,8,8000002,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,233,233,234,234,233,233
random,1,23,short,S2,48K/1024,SL,1000023,27000053,27,27000035,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,63,63,63,63,62,62
random,2,0,long,L,176K/1024,LL,2000000,4000004,4,4000004,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,233,234,234,233,233,233
random,2,1,long,L,176K/1024,LL,2000001,6000003,6,6000003,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,233,234,234,233,233,233
random,2,2,long,L,176K/1024,LL,2000002,5,0,5,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,234,234,233,233,233,233
random,2,3,long,L,176K/1024,LL,2000003,5000012,5,5000012,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,233,234,234,233,233,233
random,2,4,long,L,176K/1024,LL,2000004,12000012,12,12000012,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,233,233,233,234,234,233
random,2,5,short,S2,48K/1024,SL,2000005,22000003,22,22000033,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,0.0105743408203125,63,63,63,62,62,63
random,2,6,long,L,176K/1024,LL,2000006,14000020,14,14000020,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,233,233,233,234,234,233
random,2,7,short,S3,64K/1024,SL,2000007,22000064,22,22000044,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
random,2,8,long,L,176K/1024,LL,2000008,3000011,3,3000011,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,234,234,233,233,233,233
random,2,9,long,L,176K/1024,LL,2000009,17000010,17,17000010,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,233,233,233,233,234,234
random,2,10,long,L,176K/1024,LL,2000010,15000015,15,15000015,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,233,233,233,234,234,233
random,2,11,short,S2,48K/1024,SL,2000011,29000001,29,29000028,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.010406494140625,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,62,63,63,63,63,62
random,2,12,short,S3,64K/1024,SL,2000012,21000020,21,21000064,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
random,2,13,short,S2,48K/1024,SL,2000013,30000060,30,30000024,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.010406494140625,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,62,63,63,63,63,62
random,2,14,short,S2,48K/1024,SL,2000014,24000031,24,24000032,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,63,63,63,63,62,62
random,2,15,long,L,176K/1024,LL,2000015,19000020,19,19000020,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,233,233,233,233,234,234
random,2,16,short,S3,64K/1024,SL,2000016,25000061,25,25000056,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
random,2,17,short,S2,48K/1024,SL,2000017,26000005,26,26000042,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,63,63,63,63,62,62
random,2,18,long,L,176K/1024,LL,2000018,5000008,5,5000008,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,233,234,234,233,233,233
random,2,19,long,L,176K/1024,LL,2000019,16000014,16,16000014,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,233,233,233,233,234,234
random,2,20,long,L,176K/1024,LL,2000020,19000009,19,19000009,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,233,233,233,233,234,234
random,2,21,long,L,176K/1024,LL,2000021,6000017,6,6000017,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,233,234,234,233,233,233
random,2,22,short,S3,64K/1024,SL,2000022,20000034,20,20000048,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
random,2,23,long,L,176K/1024,LL,2000023,3000013,3,3000013,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,234,234,233,233,233,233
random,3,0,long,L,176K/1024,LL,3000000,9000007,9,9000007,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,233,233,234,234,233,233
random,3,1,long,L,176K/1024,LL,3000001,7000013,7,7000013,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,233,234,234,233,233,233
random,3,2,short,S3,64K/1024,SL,3000002,30000012,30,30000062,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
random,3,3,short,S2,48K/1024,SL,3000003,21000056,21,21000041,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,0.0105743408203125,63,63,63,62,62,63
random,3,4,long,L,176K/1024,LL,3000004,3000016,3,3000016,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,234,234,233,233,233,233
random,3,5,short,S2,48K/1024,SL,3000005,22000007,22,22000040,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,0.0105743408203125,63,63,63,62,62,63
random,3,6,long,L,176K/1024,LL,3000006,14000017,14,14000017,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,233,233,233,234,234,233
random,3,7,short,S3,64K/1024,SL,3000007,26000033,26,26000060,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
random,3,8,long,L,176K/1024,LL,3000008,14,0,14,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,234,234,233,233,233,233
random,3,9,short,S3,64K/1024,SL,3000009,28000022,28,28000063,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
random,3,10,long,L,176K/1024,LL,3000010,2000000,2,2000000,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,234,234,233,233,233,233
random,3,11,long,L,176K/1024,LL,3000011,10000020,10,10000020,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,233,233,234,234,233,233
random,3,12,long,L,176K/1024,LL,3000012,3000009,3,3000009,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,234,234,233,233,233,233
random,3,13,short,S2,48K/1024,SL,3000013,27000056,27,27000034,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,63,63,63,63,62,62
random,3,14,long,L,176K/1024,LL,3000014,7000009,7,7000009,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,233,234,234,233,233,233
random,3,15,short,S2,48K/1024,SL,3000015,26000028,26,26000029,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,63,63,63,63,62,62
random,3,16,long,L,176K/1024,LL,3000016,18000000,18,18000000,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,233,233,233,233,234,234
random,3,17,long,L,176K/1024,LL,3000017,10000012,10,10000012,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,233,233,234,234,233,233
random,3,18,long,L,176K/1024,LL,3000018,15000001,15,15000001,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,233,233,233,234,234,233
random,3,19,short,S2,48K/1024,SL,3000019,21000031,21,21000033,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,0.0105743408203125,63,63,63,62,62,63
random,3,20,long,L,176K/1024,LL,3000020,10000000,10,10000000,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,233,233,234,234,233,233
random,3,21,long,L,176K/1024,LL,3000021,5000005,5,5000005,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,233,234,234,233,233,233
random,3,22,short,S3,64K/1024,SL,3000022,24000028,24,24000060,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
random,3,23,long,L,176K/1024,LL,3000023,13000012,13,13000012,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,233,233,233,234,234,233
random,4,0,long,L,176K/1024,LL,4000000,1000012,1,1000012,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,234,234,233,233,233,233
random,4,1,long,L,176K/1024,LL,4000001,6000011,6,6000011,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,233,234,234,233,233,233
random,4,2,long,L,176K/1024,LL,4000002,5000015,5,5000015,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,233,234,234,233,233,233
random,4,3,short,S2,48K/1024,SL,4000003,28000035,28,28000030,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.010406494140625,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,62,63,63,63,63,62
random,4,4,long,L,176K/1024,LL,4000004,1000010,1,1000010,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,234,234,233,233,233,233
random,4,5,long,L,176K/1024,LL,4000005,12000011,12,12000011,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,233,233,233,234,234,233
random,4,6,long,L,176K/1024,LL,4000006,7000005,7,7000005,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,233,234,234,233,233,233
