order_mode,npu,rowposition,role,profile,data_key,sim_category,request_id,sourceid,source_npu,original_request_id,arrival_ms,n_layers,per_layer_compute_ms,request_pure_compute_ms,total_gib_per_layer,request_total_read_gib,ssu0_gib_per_layer,ssu1_gib_per_layer,ssu2_gib_per_layer,ssu3_gib_per_layer,ssu4_gib_per_layer,ssu5_gib_per_layer,ssu0_blocks_per_layer,ssu1_blocks_per_layer,ssu2_blocks_per_layer,ssu3_blocks_per_layer,ssu4_blocks_per_layer,ssu5_blocks_per_layer
ordered,24,12,short,S2,48K/1024,SL,24000012,20000001,20,20000024,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,0.0105743408203125,63,63,63,62,62,63
ordered,24,13,short,S3,64K/1024,SL,24000013,23000060,23,23000045,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
ordered,24,14,short,S3,64K/1024,SL,24000014,21000049,21,21000061,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
ordered,24,15,short,S2,48K/1024,SL,24000015,30000015,30,30000032,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.010406494140625,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,62,63,63,63,63,62
ordered,24,16,short,S3,64K/1024,SL,24000016,27000043,27,27000053,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
ordered,24,17,short,S1,32K/1024,SL,24000017,20000016,20,20000015,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.007049560546875,42,41,41,41,41,42
ordered,24,18,short,S1,32K/1024,SL,24000018,25000053,25,25000004,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,42,42,41,41,41,41
ordered,24,19,short,S1,32K/1024,SL,24000019,21000029,21,21000002,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.007049560546875,42,41,41,41,41,42
ordered,24,20,short,S1,32K/1024,SL,24000020,28000003,28,28000013,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.0068817138671875,0.007049560546875,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,41,42,42,41,41,41
ordered,24,21,short,S1,32K/1024,SL,24000021,21000059,21,21000016,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.007049560546875,42,41,41,41,41,42
ordered,24,22,short,S1,32K/1024,SL,24000022,21000027,21,21000007,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.007049560546875,42,41,41,41,41,42
ordered,24,23,short,S1,32K/1024,SL,24000023,22000050,22,22000021,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.007049560546875,42,41,41,41,41,42
ordered,24,24,short,S1,32K/1024,SL,24000024,29000059,29,29000008,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.0068817138671875,0.007049560546875,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,41,42,42,41,41,41
ordered,24,25,short,S1,32K/1024,SL,24000025,28000038,28,28000020,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.0068817138671875,0.007049560546875,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,41,42,42,41,41,41
ordered,24,26,short,S1,32K/1024,SL,24000026,20000003,20,20000016,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.007049560546875,42,41,41,41,41,42
ordered,24,27,short,S1,32K/1024,SL,24000027,29000056,29,29000011,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.0068817138671875,0.007049560546875,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,41,42,42,41,41,41
ordered,24,28,short,S1,32K/1024,SL,24000028,21000036,21,21000005,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.007049560546875,42,41,41,41,41,42
ordered,24,29,short,S1,32K/1024,SL,24000029,24000023,24,24000010,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,42,42,41,41,41,41
ordered,24,30,short,S1,32K/1024,SL,24000030,29000060,29,29000021,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.0068817138671875,0.007049560546875,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,41,42,42,41,41,41
ordered,24,31,short,S1,32K/1024,SL,24000031,23000014,23,23000008,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.007049560546875,42,41,41,41,41,42
ordered,24,32,short,S1,32K/1024,SL,24000032,28000050,28,28000007,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.0068817138671875,0.007049560546875,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,41,42,42,41,41,41
ordered,24,33,short,S1,32K/1024,SL,24000033,30000020,30,30000009,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.0068817138671875,0.007049560546875,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,41,42,42,41,41,41
ordered,24,34,short,S1,32K/1024,SL,24000034,30000013,30,30000013,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.0068817138671875,0.007049560546875,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,41,42,42,41,41,41
ordered,24,35,short,S1,32K/1024,SL,24000035,27000055,27,27000016,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,42,42,41,41,41,41
ordered,24,36,short,S1,32K/1024,SL,24000036,31000013,31,31000016,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.0068817138671875,0.007049560546875,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,41,42,42,41,41,41
ordered,24,37,short,S1,32K/1024,SL,24000037,21000003,21,21000021,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.007049560546875,42,41,41,41,41,42
ordered,24,38,short,S1,32K/1024,SL,24000038,24000029,24,24000007,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,42,42,41,41,41,41
ordered,24,39,long,L,176K/1024,LL,24000039,3000006,3,3000006,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,234,234,233,233,233,233
ordered,24,40,long,L,176K/1024,LL,24000040,2000017,2,2000017,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,234,234,233,233,233,233
ordered,24,41,long,L,176K/1024,LL,24000041,17000002,17,17000002,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,233,233,233,233,234,234
ordered,24,42,long,L,176K/1024,LL,24000042,3000007,3,3000007,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,234,234,233,233,233,233
ordered,24,43,long,L,176K/1024,LL,24000043,14000002,14,14000002,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,233,233,233,234,234,233
ordered,24,44,long,L,176K/1024,LL,24000044,16000001,16,16000001,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,233,233,233,233,234,234
ordered,24,45,long,L,176K/1024,LL,24000045,10000005,10,10000005,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,233,233,234,234,233,233
ordered,24,46,long,L,176K/1024,LL,24000046,10000018,10,10000018,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,233,233,234,234,233,233
ordered,24,47,long,L,176K/1024,LL,24000047,18000017,18,18000017,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,233,233,233,233,234,234
ordered,24,48,long,L,176K/1024,LL,24000048,1000006,1,1000006,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,234,234,233,233,233,233
ordered,24,49,long,L,176K/1024,LL,24000049,12000014,12,12000014,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,233,233,233,234,234,233
ordered,24,50,short,S2,48K/1024,SL,24000050,30000002,30,30000038,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.010406494140625,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,62,63,63,63,63,62
ordered,24,51,short,S3,64K/1024,SL,24000051,23000002,23,23000044,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
ordered,24,52,short,S2,48K/1024,SL,24000052,22000043,22,22000043,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,0.0105743408203125,63,63,63,62,62,63
ordered,24,53,short,S3,64K/1024,SL,24000053,23000025,23,23000058,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
ordered,24,54,short,S2,48K/1024,SL,24000054,22000049,22,22000037,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,0.0105743408203125,63,63,63,62,62,63
ordered,24,55,short,S3,64K/1024,SL,24000055,31000023,31,31000065,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
ordered,24,56,short,S2,48K/1024,SL,24000056,26000024,26,26000043,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,63,63,63,63,62,62
ordered,24,57,short,S3,64K/1024,SL,24000057,24000013,24,24000065,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
ordered,24,58,short,S2,48K/1024,SL,24000058,23000024,23,23000041,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,0.0105743408203125,63,63,63,62,62,63
ordered,24,59,short,S3,64K/1024,SL,24000059,20000007,20,20000061,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
ordered,24,60,short,S3,64K/1024,SL,24000060,21000055,21,21000063,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
ordered,25,0,short,S2,48K/1024,SL,25000000,27000007,27,27000025,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,63,63,63,63,62,62
ordered,25,1,short,S2,48K/1024,SL,25000001,27000057,27,27000027,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,63,63,63,63,62,62
ordered,25,2,short,S2,48K/1024,SL,25000002,31000007,31,31000024,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.010406494140625,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,62,63,63,63,63,62
ordered,25,3,short,S3,64K/1024,SL,25000003,20000028,20,20000053,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
ordered,25,4,short,S3,64K/1024,SL,25000004,29000028,29,29000064,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
ordered,25,5,short,S3,64K/1024,SL,25000005,26000011,26,26000050,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
ordered,25,6,short,S2,48K/1024,SL,25000006,27000063,27,27000036,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,63,63,63,63,62,62
ordered,25,7,short,S2,48K/1024,SL,25000007,20000017,20,20000023,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,0.0105743408203125,63,63,63,62,62,63
ordered,25,8,short,S3,64K/1024,SL,25000008,21000007,21,21000048,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
ordered,25,9,short,S3,64K/1024,SL,25000009,31000011,31,31000047,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
ordered,25,10,short,S2,48K/1024,SL,25000010,31000014,31,31000034,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.010406494140625,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,62,63,63,63,63,62
ordered,25,11,short,S2,48K/1024,SL,25000011,28000023,28,28000025,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.010406494140625,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,62,63,63,63,63,62
ordered,25,12,short,S3,64K/1024,SL,25000012,29000046,29,29000048,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
ordered,25,13,short,S3,64K/1024,SL,25000013,22000054,22,22000059,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
ordered,25,14,short,S2,48K/1024,SL,25000014,20000018,20,20000042,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,0.0105743408203125,63,63,63,62,62,63
ordered,25,15,short,S3,64K/1024,SL,25000015,23000013,23,23000065,0.0,8,12.625940760424301,101.00752608339441,0.0845947265625,0.6767578125,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,0.01409912109375,84,84,84,84,84,84
ordered,25,16,short,S2,48K/1024,SL,25000016,31000058,31,31000038,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.010406494140625,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,62,63,63,63,63,62
ordered,25,17,short,S1,32K/1024,SL,25000017,24000034,24,24000004,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,42,42,41,41,41,41
ordered,25,18,short,S1,32K/1024,SL,25000018,28000064,28,28000015,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.0068817138671875,0.007049560546875,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,41,42,42,41,41,41
ordered,25,19,short,S1,32K/1024,SL,25000019,21000002,21,21000004,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.007049560546875,42,41,41,41,41,42
ordered,25,20,short,S1,32K/1024,SL,25000020,21000026,21,21000013,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.007049560546875,42,41,41,41,41,42
ordered,25,21,short,S1,32K/1024,SL,25000021,25000054,25,25000002,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,42,42,41,41,41,41
ordered,25,22,short,S1,32K/1024,SL,25000022,21000030,21,21000003,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.007049560546875,42,41,41,41,41,42
ordered,25,23,short,S1,32K/1024,SL,25000023,20000037,20,20000009,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.007049560546875,42,41,41,41,41,42
ordered,25,24,short,S1,32K/1024,SL,25000024,23000064,23,23000015,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.007049560546875,42,41,41,41,41,42
ordered,25,25,short,S1,32K/1024,SL,25000025,28000030,28,28000004,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.0068817138671875,0.007049560546875,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,41,42,42,41,41,41
ordered,25,26,short,S1,32K/1024,SL,25000026,22000006,22,22000002,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.007049560546875,42,41,41,41,41,42
ordered,25,27,short,S1,32K/1024,SL,25000027,20000047,20,20000000,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.007049560546875,42,41,41,41,41,42
ordered,25,28,short,S1,32K/1024,SL,25000028,20000039,20,20000002,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.007049560546875,42,41,41,41,41,42
ordered,25,29,short,S1,32K/1024,SL,25000029,27000011,27,27000019,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,42,42,41,41,41,41
ordered,25,30,short,S1,32K/1024,SL,25000030,31000033,31,31000020,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.0068817138671875,0.007049560546875,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,41,42,42,41,41,41
ordered,25,31,short,S1,32K/1024,SL,25000031,26000029,26,26000005,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,42,42,41,41,41,41
ordered,25,32,short,S1,32K/1024,SL,25000032,26000056,26,26000011,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,42,42,41,41,41,41
ordered,25,33,short,S1,32K/1024,SL,25000033,25000017,25,25000003,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,42,42,41,41,41,41
ordered,25,34,short,S1,32K/1024,SL,25000034,28000063,28,28000003,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.0068817138671875,0.007049560546875,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,41,42,42,41,41,41
ordered,25,35,short,S1,32K/1024,SL,25000035,31000002,31,31000002,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.0068817138671875,0.007049560546875,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,41,42,42,41,41,41
ordered,25,36,short,S1,32K/1024,SL,25000036,22000011,22,22000003,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.007049560546875,42,41,41,41,41,42
ordered,25,37,short,S1,32K/1024,SL,25000037,20000052,20,20000007,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.0068817138671875,0.007049560546875,42,41,41,41,41,42
ordered,25,38,short,S1,32K/1024,SL,25000038,31000059,31,31000009,0.0,8,7.257231579079756,58.057852632638046,0.0416259765625,0.3330078125,0.0068817138671875,0.007049560546875,0.007049560546875,0.0068817138671875,0.0068817138671875,0.0068817138671875,41,42,42,41,41,41
ordered,25,39,long,L,176K/1024,LL,25000039,1000019,1,1000019,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,234,234,233,233,233,233
ordered,25,40,long,L,176K/1024,LL,25000040,14000019,14,14000019,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,233,233,233,234,234,233
ordered,25,41,long,L,176K/1024,LL,25000041,16000020,16,16000020,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,233,233,233,233,234,234
ordered,25,42,long,L,176K/1024,LL,25000042,4000012,4,4000012,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,233,234,234,233,233,233
ordered,25,43,long,L,176K/1024,LL,25000043,17000011,17,17000011,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,233,233,233,233,234,234
ordered,25,44,long,L,176K/1024,LL,25000044,13000004,13,13000004,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,233,233,233,234,234,233
ordered,25,45,long,L,176K/1024,LL,25000045,10000001,10,10000001,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,233,233,234,234,233,233
ordered,25,46,long,L,176K/1024,LL,25000046,9000009,9,9000009,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,233,233,234,234,233,233
ordered,25,47,long,L,176K/1024,LL,25000047,16000017,16,16000017,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,233,233,233,233,234,234
ordered,25,48,long,L,176K/1024,LL,25000048,9000000,9,9000000,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,233,233,234,234,233,233
ordered,25,49,long,L,176K/1024,LL,25000049,6000005,6,6000005,0.0,8,31.416419055018245,251.33135244014596,0.2349853515625,1.8798828125,0.0391082763671875,0.039276123046875,0.039276123046875,0.0391082763671875,0.0391082763671875,0.0391082763671875,233,234,234,233,233,233
ordered,25,50,short,S2,48K/1024,SL,25000050,20000063,20,20000030,0.0,8,9.941586459040689,79.53269167232551,0.0631103515625,0.5048828125,0.0105743408203125,0.0105743408203125,0.0105743408203125,0.010406494140625,0.010406494140625,0.0105743408203125,63,63,63,62,62,63
