experiment,case,ssu,seed,strategy,seq_len_k,nql,share_of_total_compute,request_count,compute_ms,processing_ms,aggregate_compute_fraction,mean_request_compute_fraction,min_request_compute_fraction,mean_io_stall_ms,mean_admission_wait_ms,admission_slo_passed,arrival_slo_passed
coflow,npu32_ssu5_arrival218_seed20260906_strategy2,5,20260906,strategy2,192,2048,0.6179054772998038,160,87111.91827562709,93568.82325080215,0.9309929872916329,0.9352797945624518,0.6914415484242298,40.355656094843795,873.3995066123646,160,17
coflow,npu32_ssu5_arrival218_seed20260906_strategy3,5,20260906,strategy3,32,128,0.00855656167132576,128,1206.2985819289636,1397.5236870485705,0.8631686125310297,0.8946379219145512,0.3537014810318914,1.4939461337470559,1027.4573781651973,122,0
coflow,npu32_ssu5_arrival218_seed20260906_strategy3,5,20260906,strategy3,32,256,0.00725432155228549,64,1022.7096043384022,1098.9568196675307,0.9306185520990755,0.9434225265803764,0.5682774749329991,1.191362739517305,1078.1198134840884,61,0
coflow,npu32_ssu5_arrival218_seed20260906_strategy3,5,20260906,strategy3,64,512,0.023194043825860464,64,3269.8814373178748,3579.978770951043,0.9133801194159626,0.9177704870024198,0.7199714815636705,4.845270838017829,1134.1982361101,64,3
coflow,npu32_ssu5_arrival218_seed20260906_strategy3,5,20260906,strategy3,96,512,0.03294291466210599,64,4644.271001362178,5004.840722101578,0.9279558050374892,0.9324193543179015,0.715054587894887,5.6339018865526835,1110.5793284552008,64,2
coflow,npu32_ssu5_arrival218_seed20260906_strategy3,5,20260906,strategy3,192,512,0.12437905906521143,128,17534.880052909888,24115.786156049027,0.7271121057155157,0.7881470916318132,0.21085655569772815,51.41332893077434,1112.781609014743,100,0
coflow,npu32_ssu5_arrival218_seed20260906_strategy3,5,20260906,strategy3,192,1024,0.18576762192341098,96,26189.400310814995,31858.994995193865,0.8220410064650764,0.8576490160538796,0.35799631082401323,59.05827796227957,1033.4659255804763,84,6
coflow,npu32_ssu5_arrival218_seed20260906_strategy3,5,20260906,strategy3,192,2048,0.6179054772998038,160,87111.91827562709,94047.8458967746,0.926251074067552,0.9354462214079531,0.5167195992563473,43.34954763217205,877.5926806142583,156,17
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,32,128,0.00855656167132576,128,1206.2985819289636,10694.925043427433,0.11279168175847053,0.1495065625111235,0.0435921009401377,74.1298942304569,1081.8178950194067,3,0
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,32,256,0.00725432155228549,64,1022.7096043384022,5822.7078621041155,0.17564157923747045,0.19770371681505508,0.10622590438367183,74.99997277758887,1010.9311679350861,0,0
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,64,512,0.023194043825860464,64,3269.8814373178748,6486.115773893922,0.5041355337009056,0.5665281804882802,0.2270387166712215,50.25366150900031,1011.6739411031473,21,0
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,96,512,0.03294291466210599,64,4644.271001362178,7001.273720808682,0.6633465832879537,0.7199389551119074,0.31460786092782794,36.82816749135117,1062.1173705059578,37,0
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,192,512,0.12437905906521143,128,17534.880052909888,19383.376441967568,0.9046349641615874,0.9220382035268103,0.5677785384363402,14.441378039513141,1023.3764444624879,121,5
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,192,1024,0.18576762192341098,96,26189.400310814995,26871.298012731375,0.974623566692115,0.9756419204407817,0.8814578519009688,7.103101061628557,1034.2759585788397,96,8
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,192,2048,0.6179054772998038,160,87111.91827562709,87991.95078322157,0.9899987157943282,0.9901917817289245,0.946397484175934,5.50020317246547,981.0667932398952,160,11
coflow,npu32_ssu5_arrival218_seed20260907_new_once,5,20260907,new_once,32,128,0.00855656167132576,128,1206.2985819289636,1239.3511852503734,0.9733307203682283,0.9858487031124888,0.44859295629641177,0.25822346344864794,1099.129242015516,125,0
coflow,npu32_ssu5_arrival218_seed20260907_new_once,5,20260907,new_once,32,256,0.00725432155228549,64,1022.7096043384022,1042.9795084957054,0.9805653860002114,0.9849685508902752,0.7414969932248088,0.31671725245741944,1043.1948905735717,64,4
coflow,npu32_ssu5_arrival218_seed20260907_new_once,5,20260907,new_once,64,512,0.023194043825860464,64,3269.8814373178748,3325.1257930208694,0.9833857847366414,0.9860069193265012,0.7930721637089893,0.8631930578588978,1038.623326671235,64,5
coflow,npu32_ssu5_arrival218_seed20260907_new_once,5,20260907,new_once,96,512,0.03294291466210599,64,4644.271001362178,12438.20993801994,0.3733874106085001,0.406686491182788,0.2312790235239466,121.7802958852771,1015.320636428148,4,0
coflow,npu32_ssu5_arrival218_seed20260907_new_once,5,20260907,new_once,192,512,0.12437905906521143,128,17534.880052909888,28393.87407194658,0.6175585624025332,0.6458677670993352,0.41237501224023687,84.83589077372407,975.2573459208459,46,0
coflow,npu32_ssu5_arrival218_seed20260907_new_once,5,20260907,new_once,192,1024,0.18576762192341098,96,26189.400310814995,28250.53461427816,0.9270408743903401,0.9311470336862255,0.7647491868934156,21.470148994407733,995.3396736610697,96,8
coflow,npu32_ssu5_arrival218_seed20260907_new_once,5,20260907,new_once,192,2048,0.6179054772998038,160,87111.91827562709,89426.2805330793,0.9741198868648449,0.9748028557830575,0.9007796685016459,14.464764109076302,973.8198124481411,160,8
coflow,npu32_ssu5_arrival218_seed20260907_once,5,20260907,once,32,128,0.00855656167132576,128,1206.2985819289636,1280.120775720663,0.9423318524377982,0.9705340603875692,0.3457072357162735,0.5767358889977795,1111.8511679745475,122,0
coflow,npu32_ssu5_arrival218_seed20260907_once,5,20260907,once,32,256,0.00725432155228549,64,1022.7096043384022,1075.5675634162642,0.9508557519994632,0.9703432013339585,0.5163047702092736,0.8259056105911549,1044.9416317256191,60,0
coflow,npu32_ssu5_arrival218_seed20260907_once,5,20260907,once,64,512,0.023194043825860464,64,3269.8814373178748,3331.6379695827754,0.9814636125447224,0.9845944699459699,0.7693227924500674,0.9649458166386682,1040.8622632308,64,4
coflow,npu32_ssu5_arrival218_seed20260907_once,5,20260907,once,96,512,0.03294291466210599,64,4644.271001362178,11522.16400457681,0.40307280815629687,0.45212650222745304,0.18892315217330571,107.46707817522817,1025.673612274145,10,0
coflow,npu32_ssu5_arrival218_seed20260907_once,5,20260907,once,192,512,0.12437905906521143,128,17534.880052909888,28033.12257446338,0.6255057746896591,0.6603929993304629,0.36370964648194665,82.01751969963658,983.9214212320416,59,0
coflow,npu32_ssu5_arrival218_seed20260907_once,5,20260907,once,192,1024,0.18576762192341098,96,26189.400310814995,29192.64197614765,0.8971233344420657,0.9054021997116773,0.622274350098453,31.28376734721488,991.9796787593467,94,6
coflow,npu32_ssu5_arrival218_seed20260907_once,5,20260907,once,192,2048,0.6179054772998038,160,87111.91827562709,89833.83398481793,0.9697005505781836,0.9709502756885294,0.8275694781600449,17.011973182442805,976.5143554512327,160,8
coflow,npu32_ssu5_arrival218_seed20260907_strategy1,5,20260907,strategy1,32,128,0.00855656167132576,128,1206.2985819289636,1469.659218103693,0.8208015620692362,0.8421559594009911,0.4945259394885896,2.057504970115209,1036.6609343862042,113,0
coflow,npu32_ssu5_arrival218_seed20260907_strategy1,5,20260907,strategy1,32,256,0.00725432155228549,64,1022.7096043384022,1176.287328567872,0.8694385967615154,0.8801900269444282,0.6009609623491176,2.399651941085075,941.800061532346,61,2
coflow,npu32_ssu5_arrival218_seed20260907_strategy1,5,20260907,strategy1,64,512,0.023194043825860464,64,3269.8814373178748,3595.761116903864,0.9093711542588266,0.9150097240420993,0.6936198499411019,5.091869993530642,957.8204404038607,64,4
coflow,npu32_ssu5_arrival218_seed20260907_strategy1,5,20260907,strategy1,96,512,0.03294291466210599,64,4644.271001362178,5399.489685285039,0.8601314702052268,0.8686705758751174,0.6743575543770259,11.800291936294244,1049.9774343660004,64,2
coflow,npu32_ssu5_arrival218_seed20260907_strategy1,5,20260907,strategy1,192,512,0.12437905906521143,128,17534.880052909888,26660.51511475178,0.6577097245659556,0.7499280981914216,0.16229262121855711,71.29402392063956,1084.644068654286,96,0
coflow,npu32_ssu5_arrival218_seed20260907_strategy1,5,20260907,strategy1,192,1024,0.18576762192341098,96,26189.400310814995,31846.028077267107,0.8223757213072979,0.8499960464357005,0.3990751225747617,58.92320590054239,981.8465523492786,87,4
