experiment,case,ssu,seed,strategy,seq_len_k,nql,share_of_total_compute,request_count,compute_ms,processing_ms,aggregate_compute_fraction,mean_request_compute_fraction,min_request_compute_fraction,mean_io_stall_ms,mean_admission_wait_ms,admission_slo_passed,arrival_slo_passed
coflow,npu32_ssu5_arrival218_seed20260907_strategy1,5,20260907,strategy1,192,2048,0.6179054772998038,160,87111.91827562709,92943.59624760028,0.937255731353049,0.9399471946776542,0.7269594652240775,36.447987324832305,858.1638652082174,160,16
coflow,npu32_ssu5_arrival218_seed20260907_strategy2,5,20260907,strategy2,32,128,0.00855656167132576,128,1206.2985819289636,1332.574291221345,0.905239272493659,0.9166593153458172,0.5059991107266822,0.9865289788468642,1073.347554791248,126,0
coflow,npu32_ssu5_arrival218_seed20260907_strategy2,5,20260907,strategy2,32,256,0.00725432155228549,64,1022.7096043384022,1128.5964664665862,0.9061782795938614,0.9156563988795569,0.6509908709431441,1.6544822207525443,949.9389124744844,62,3
coflow,npu32_ssu5_arrival218_seed20260907_strategy2,5,20260907,strategy2,64,512,0.023194043825860464,64,3269.8814373178748,3554.3959599695004,0.9199541846615009,0.9239417260930279,0.7128798846413552,4.445539416431192,958.1064129263574,64,4
coflow,npu32_ssu5_arrival218_seed20260907_strategy2,5,20260907,strategy2,96,512,0.03294291466210599,64,4644.271001362178,6002.524462949296,0.7737196291375462,0.8044877652967062,0.4932070696164139,21.22271033729822,1017.851434014837,50,0
coflow,npu32_ssu5_arrival218_seed20260907_strategy2,5,20260907,strategy2,192,512,0.12437905906521143,128,17534.880052909888,26350.86979662482,0.6654383778692521,0.7519530671779485,0.15187681893146665,68.87491987277272,1071.9166694488488,98,0
coflow,npu32_ssu5_arrival218_seed20260907_strategy2,5,20260907,strategy2,192,1024,0.18576762192341098,96,26189.400310814995,31197.01555826633,0.8394841571271885,0.8620748202336869,0.36734191242452385,52.162658827617655,1009.9159290941384,91,6
coflow,npu32_ssu5_arrival218_seed20260907_strategy2,5,20260907,strategy2,192,2048,0.6179054772998038,160,87111.91827562709,92987.69986826702,0.9368111954488176,0.9400310105709281,0.6438190902883628,36.72363495399988,861.5076167196964,159,17
coflow,npu32_ssu5_arrival218_seed20260907_strategy3,5,20260907,strategy3,32,128,0.00855656167132576,128,1206.2985819289636,1333.197102514074,0.9048163843547126,0.9150384254700394,0.5962119722138894,0.991394692071311,1067.4669540433722,127,0
coflow,npu32_ssu5_arrival218_seed20260907_strategy3,5,20260907,strategy3,32,256,0.00725432155228549,64,1022.7096043384022,1121.2157101761452,0.9121434841273607,0.9245051136683045,0.6554889842426425,1.5391579037142815,941.7281100731838,59,0
coflow,npu32_ssu5_arrival218_seed20260907_strategy3,5,20260907,strategy3,64,512,0.023194043825860464,64,3269.8814373178748,3556.1605874184133,0.919497687727212,0.9244007271959788,0.7073305070057921,4.473111720320458,944.9377127990134,64,4
coflow,npu32_ssu5_arrival218_seed20260907_strategy3,5,20260907,strategy3,96,512,0.03294291466210599,64,4644.271001362178,4970.058110172102,0.9344500403037255,0.937498079013745,0.7739169060662804,5.090423575154569,998.1413598163629,64,3
coflow,npu32_ssu5_arrival218_seed20260907_strategy3,5,20260907,strategy3,192,512,0.12437905906521143,128,17534.880052909888,26844.71402258941,0.6531967536757723,0.7439857583533602,0.16239776702311814,72.73307788812103,1074.5080848621026,93,0
coflow,npu32_ssu5_arrival218_seed20260907_strategy3,5,20260907,strategy3,192,1024,0.18576762192341098,96,26189.400310814995,31889.27766189663,0.8212603806359585,0.8561063090892537,0.3003290049197813,59.3737224071001,1006.4401042607163,86,4
coflow,npu32_ssu5_arrival218_seed20260907_strategy3,5,20260907,strategy3,192,2048,0.6179054772998038,160,87111.91827562709,92768.75139572064,0.939022213461046,0.942699260007122,0.6594953496616187,35.35520700058423,853.915810928388,159,16
coflow,npu32_ssu6_arrival218_seed20260906_baseline,6,20260906,baseline,32,128,0.00855656167132576,128,1206.2985819289636,4953.837075663291,0.24350792395962012,0.38198801198601795,0.07770711041464225,29.277644482299554,887.605182522205,23,0
coflow,npu32_ssu6_arrival218_seed20260906_baseline,6,20260906,baseline,32,256,0.00725432155228549,64,1022.7096043384022,2402.52708343377,0.4256807806206756,0.6145277298410247,0.14007489162933073,21.559648110864636,894.8022001724781,32,0
coflow,npu32_ssu6_arrival218_seed20260906_baseline,6,20260906,baseline,64,512,0.023194043825860464,64,3269.8814373178748,4065.628116392218,0.8042746025230468,0.854100567493858,0.37405127785676673,12.433541860536232,926.8098270153183,56,0
coflow,npu32_ssu6_arrival218_seed20260906_baseline,6,20260906,baseline,96,512,0.03294291466210599,64,4644.271001362178,5232.531878730582,0.8875762458782923,0.9084957165654755,0.5252814316632645,9.191576208880942,906.5870089620887,60,0
coflow,npu32_ssu6_arrival218_seed20260906_baseline,6,20260906,baseline,192,512,0.12437905906521143,128,17534.880052909888,18021.506034136342,0.972997485320889,0.9751533133903854,0.7385728445557871,3.801765478331774,891.5623236201261,128,2
coflow,npu32_ssu6_arrival218_seed20260906_baseline,6,20260906,baseline,192,1024,0.18576762192341098,96,26189.400310814995,26602.161824825875,0.9844839108667598,0.985242626519837,0.9091102345354204,4.2995991042796105,800.7533827517741,96,9
coflow,npu32_ssu6_arrival218_seed20260906_baseline,6,20260906,baseline,192,2048,0.6179054772998038,160,87111.91827562709,87645.1701055906,0.9939157876090482,0.9940509676739124,0.9527072620347325,3.332823937272532,760.3619561535813,160,16
coflow,npu32_ssu6_arrival218_seed20260906_new_once,6,20260906,new_once,32,128,0.00855656167132576,128,1206.2985819289636,1263.2975506144785,0.954880804876262,0.9765234023988711,0.46619421841179,0.44530444285570925,866.1702565861725,122,0
coflow,npu32_ssu6_arrival218_seed20260906_new_once,6,20260906,new_once,32,256,0.00725432155228549,64,1022.7096043384022,1033.6103027414254,0.9894537637888172,0.9911395282236614,0.793403676976621,0.17032341254679553,870.8644047131553,64,2
coflow,npu32_ssu6_arrival218_seed20260906_new_once,6,20260906,new_once,64,512,0.023194043825860464,64,3269.8814373178748,3286.250862560806,0.9950188144704889,0.995274614966078,0.9104309487905728,0.25577226942042003,901.8137169430144,64,3
coflow,npu32_ssu6_arrival218_seed20260906_new_once,6,20260906,new_once,96,512,0.03294291466210599,64,4644.271001362178,7002.425627033825,0.6632374620920404,0.7313773291734671,0.38229855141373315,36.84616602611909,865.5838809367456,37,0
coflow,npu32_ssu6_arrival218_seed20260906_new_once,6,20260906,new_once,192,512,0.12437905906521143,128,17534.880052909888,19743.45351007237,0.8881364166590333,0.902500691294079,0.5925577451261113,17.25448013408206,849.0316710866846,125,0
coflow,npu32_ssu6_arrival218_seed20260906_new_once,6,20260906,new_once,192,1024,0.18576762192341098,96,26189.400310814995,27045.654450765083,0.9683404170711104,0.970762842955703,0.8395760553135492,8.91931395781303,767.8033968377091,96,10
coflow,npu32_ssu6_arrival218_seed20260906_new_once,6,20260906,new_once,192,2048,0.6179054772998038,160,87111.91827562709,88281.67423317929,0.986749730703311,0.9872691693333928,0.9156483577977802,7.310974734701436,731.2816982633627,160,20
coflow,npu32_ssu6_arrival218_seed20260906_once,6,20260906,once,32,128,0.00855656167132576,128,1206.2985819289636,1286.210064426608,0.9378705821795378,0.9686418763436648,0.3923463557721692,0.6243084570129678,881.5947553366495,122,0
coflow,npu32_ssu6_arrival218_seed20260906_once,6,20260906,once,32,256,0.00725432155228549,64,1022.7096043384022,1041.4294039266997,0.9820248981661986,0.987533983830084,0.6476615191473131,0.292496868566823,889.2193357552143,62,0
coflow,npu32_ssu6_arrival218_seed20260906_once,6,20260906,once,64,512,0.023194043825860464,64,3269.8814373178748,3286.9288006170264,0.9948135891182214,0.9950611785199825,0.9117993918715053,0.2663650515488338,919.8101303222787,64,3
coflow,npu32_ssu6_arrival218_seed20260906_once,6,20260906,once,96,512,0.03294291466210599,64,4644.271001362178,6494.017642766721,0.7151614388567515,0.7708945520154104,0.39656437515505166,28.9022912719456,880.0314564300481,40,0
coflow,npu32_ssu6_arrival218_seed20260906_once,6,20260906,once,192,512,0.12437905906521143,128,17534.880052909888,20478.481648918452,0.8562587966005758,0.8791579472260768,0.45937098087673267,22.99688746881705,861.7097475167709,119,2
coflow,npu32_ssu6_arrival218_seed20260906_once,6,20260906,once,192,1024,0.18576762192341098,96,26189.400310814995,27466.843216437406,0.9534914552955277,0.9582897978882593,0.7627484140246366,13.306696933566364,779.9778755298448,96,10
coflow,npu32_ssu6_arrival218_seed20260906_once,6,20260906,once,192,2048,0.6179054772998038,160,87111.91827562709,88374.82892711383,0.9857096113585881,0.9863924103149394,0.8895398664226889,7.893191571792474,746.7995491947152,160,20
coflow,npu32_ssu6_arrival218_seed20260906_strategy1,6,20260906,strategy1,32,128,0.00855656167132576,128,1206.2985819289636,1304.7812185601288,0.9245217242321712,0.955979539526401,0.3733993929130014,0.7693955986811031,781.384818818102,122,0
coflow,npu32_ssu6_arrival218_seed20260906_strategy1,6,20260906,strategy1,32,256,0.00725432155228549,64,1022.7096043384022,1072.800390955304,0.9533083814666612,0.9641125694555102,0.5612467368564331,0.7826685408886398,786.2360628471037,62,1
coflow,npu32_ssu6_arrival218_seed20260906_strategy1,6,20260906,strategy1,64,512,0.023194043825860464,64,3269.8814373178748,3356.611518589505,0.9741614182066337,0.9768242953188218,0.7763195985186585,1.3551575198689259,823.3821855701856,64,3
coflow,npu32_ssu6_arrival218_seed20260906_strategy1,6,20260906,strategy1,96,512,0.03294291466210599,64,4644.271001362178,4812.4790983653465,0.9650475163496702,0.9691495277122686,0.7456935162255929,2.628251515674105,812.9447515326656,64,2
coflow,npu32_ssu6_arrival218_seed20260906_strategy1,6,20260906,strategy1,192,512,0.12437905906521143,128,17534.880052909888,18770.232144483263,0.9341855720236014,0.9460717358100402,0.5021518589213376,9.651188215417147,817.6264384888582,125,3
coflow,npu32_ssu6_arrival218_seed20260906_strategy1,6,20260906,strategy1,192,1024,0.18576762192341098,96,26189.400310814995,27173.047375459137,0.9638006348330108,0.9670143467772115,0.7297599826748027,10.24632359004295,735.730300500165,96,7
coflow,npu32_ssu6_arrival218_seed20260906_strategy1,6,20260906,strategy1,192,2048,0.6179054772998038,160,87111.91827562709,88367.0523264963,0.9857963571509462,0.9861404897535213,0.8839298872174937,7.844587817932324,695.4061882431754,160,20
coflow,npu32_ssu6_arrival218_seed20260906_strategy2,6,20260906,strategy2,32,128,0.00855656167132576,128,1206.2985819289636,1298.907637101818,0.9287023553272133,0.957243980445239,0.3867133990554746,0.7235082435380501,776.6087334074307,122,0
coflow,npu32_ssu6_arrival218_seed20260906_strategy2,6,20260906,strategy2,32,256,0.00725432155228549,64,1022.7096043384022,1055.9308257482148,0.9685384491107429,0.9762514311767784,0.6347792673083411,0.5190815845278218,790.4473747031643,62,1
coflow,npu32_ssu6_arrival218_seed20260906_strategy2,6,20260906,strategy2,64,512,0.023194043825860464,64,3269.8814373178748,3373.9648435683393,0.9691510104354304,0.9725259636729537,0.7474966923287264,1.6263032226632166,817.3608532653683,64,3
coflow,npu32_ssu6_arrival218_seed20260906_strategy2,6,20260906,strategy2,96,512,0.03294291466210599,64,4644.271001362178,4870.855249346014,0.9534816297375583,0.9643212208913656,0.582283758060603,3.5403788747470184,821.3514183164248,62,0
coflow,npu32_ssu6_arrival218_seed20260906_strategy2,6,20260906,strategy2,192,512,0.12437905906521143,128,17534.880052909888,19000.787380705508,0.9228501799202181,0.9375385143678383,0.5149354035098589,11.452400998403437,819.7298713704872,124,3
coflow,npu32_ssu6_arrival218_seed20260906_strategy2,6,20260906,strategy2,192,1024,0.18576762192341098,96,26189.400310814995,27143.590121940804,0.9648465878375273,0.9673886377586198,0.7818896336159858,9.939477199226838,733.8984312861621,96,7
coflow,npu32_ssu6_arrival218_seed20260906_strategy2,6,20260906,strategy2,192,2048,0.6179054772998038,160,87111.91827562709,88373.5051053643,0.9857243771395843,0.9861547852455876,0.8817253756047961,7.884917685857866,690.0195416606646,160,21
coflow,npu32_ssu6_arrival218_seed20260906_strategy3,6,20260906,strategy3,32,128,0.00855656167132576,128,1206.2985819289636,1301.9307910298892,0.926545858074932,0.9541036552843206,0.3703913354488095,0.7471266336011025,785.693104739413,121,0
coflow,npu32_ssu6_arrival218_seed20260906_strategy3,6,20260906,strategy3,32,256,0.00725432155228549,64,1022.7096043384022,1056.2270819913178,0.9682667882462124,0.9768928122960983,0.5841110261704634,0.5237105883263574,799.9429955087937,62,1
coflow,npu32_ssu6_arrival218_seed20260906_strategy3,6,20260906,strategy3,64,512,0.023194043825860464,64,3269.8814373178748,3365.5833682404095,0.9715645341530882,0.9741815046793803,0.7631814891209743,1.4953426706643191,831.4436779140794,64,3
coflow,npu32_ssu6_arrival218_seed20260906_strategy3,6,20260906,strategy3,96,512,0.03294291466210599,64,4644.271001362178,4760.05217965068,0.9756764896856659,0.9778759567082826,0.776312399769402,1.8090809107574681,812.2895271032347,64,2
coflow,npu32_ssu6_arrival218_seed20260906_strategy3,6,20260906,strategy3,192,512,0.12437905906521143,128,17534.880052909888,19139.014176151068,0.9161851227823388,0.9327466563052274,0.47339142539982154,12.532297837821812,820.2911801836497,123,3
coflow,npu32_ssu6_arrival218_seed20260906_strategy3,6,20260906,strategy3,192,1024,0.18576762192341098,96,26189.400310814995,27275.764193728523,0.9601710927254858,0.9630595987382291,0.7598132015173479,11.316290447015588,738.8899485183289,96,7
coflow,npu32_ssu6_arrival218_seed20260906_strategy3,6,20260906,strategy3,192,2048,0.6179054772998038,160,87111.91827562709,88418.15434293458,0.9852266078497728,0.9857068399048954,0.8849547907569755,8.163975420671804,693.4007673902081,160,20
coflow,npu32_ssu6_arrival218_seed20260907_baseline,6,20260907,baseline,32,128,0.00855656167132576,128,1206.2985819289636,4378.19588207784,0.2755241232734586,0.45743766343866676,0.0572691058970949,24.780447657413227,847.2705779486408,33,0
coflow,npu32_ssu6_arrival218_seed20260907_baseline,6,20260907,baseline,32,256,0.00725432155228549,64,1022.7096043384022,2390.59443691341,0.4278055652379341,0.583753651885831,0.1288258596821042,21.37320050898405,802.7035707796435,28,0
coflow,npu32_ssu6_arrival218_seed20260907_baseline,6,20260907,baseline,64,512,0.023194043825860464,64,3269.8814373178748,4059.8801117749626,0.8054132997263055,0.8723821145789497,0.2908154705406025,12.34372928839166,788.7346440150683,56,0
coflow,npu32_ssu6_arrival218_seed20260907_baseline,6,20260907,baseline,96,512,0.03294291466210599,64,4644.271001362178,5320.520420265416,0.8728978811306766,0.9119697059958722,0.4208637983150185,10.566397170362654,824.9762703366886,57,0
coflow,npu32_ssu6_arrival218_seed20260907_baseline,6,20260907,baseline,192,512,0.12437905906521143,128,17534.880052909888,18315.963807393913,0.9573550285042215,0.9642614208037007,0.7142176126270278,6.102216831906665,780.3372588977253,128,5
coflow,npu32_ssu6_arrival218_seed20260907_baseline,6,20260907,baseline,192,1024,0.18576762192341098,96,26189.400310814995,26562.015473893094,0.985971879150348,0.9866237208136949,0.9109445305139229,3.881407948729892,773.2526975908023,96,8
coflow,npu32_ssu6_arrival218_seed20260907_baseline,6,20260907,baseline,192,2048,0.6179054772998038,160,87111.91827562709,87571.11259466584,0.9947563265392756,0.9948596925270253,0.9536806195838864,2.8699644939926805,718.3988216951464,160,11
coflow,npu32_ssu6_arrival218_seed20260907_new_once,6,20260907,new_once,32,128,0.00855656167132576,128,1206.2985819289636,1224.7898999604442,0.984902457121766,0.990494228327763,0.598006738300195,0.144463422121075,836.1248180140616,125,0
coflow,npu32_ssu6_arrival218_seed20260907_new_once,6,20260907,new_once,32,256,0.00725432155228549,64,1022.7096043384022,1034.38406752102,0.988713608852661,0.9903579556018145,0.8257288133327725,0.18241348722792938,801.7401083315959,64,4
coflow,npu32_ssu6_arrival218_seed20260907_new_once,6,20260907,new_once,64,512,0.023194043825860464,64,3269.8814373178748,3316.1228790364694,0.9860555704944111,0.9879242229507774,0.8227665639783843,0.722522526852738,781.292168689444,64,5
coflow,npu32_ssu6_arrival218_seed20260907_new_once,6,20260907,new_once,96,512,0.03294291466210599,64,4644.271001362178,6876.924911905424,0.6753412405771589,0.7797012516623302,0.2919395119280686,34.885217352237746,787.1683913546091,43,0
coflow,npu32_ssu6_arrival218_seed20260907_new_once,6,20260907,new_once,192,512,0.12437905906521143,128,17534.880052909888,20063.74616448721,0.8739584277609428,0.9037393933685937,0.4740989368817337,19.756766496698077,752.5118660351002,116,0
coflow,npu32_ssu6_arrival218_seed20260907_new_once,6,20260907,new_once,192,1024,0.18576762192341098,96,26189.400310814995,27040.08063246569,0.9685400227457411,0.971567666206012,0.7978798134334211,8.86125335052776,751.4933528008372,96,8
coflow,npu32_ssu6_arrival218_seed20260907_new_once,6,20260907,new_once,192,2048,0.6179054772998038,160,87111.91827562709,88060.57241821293,0.9892272544166469,0.9895964404333191,0.9146994595458623,5.929088391161797,702.4288238311763,160,8
coflow,npu32_ssu6_arrival218_seed20260907_once,6,20260907,once,32,128,0.00855656167132576,128,1206.2985819289636,1239.5675719818855,0.9731608096203019,0.9872481160947286,0.43678246988012576,0.2599139847885784,852.1153153661373,125,0
coflow,npu32_ssu6_arrival218_seed20260907_once,6,20260907,once,32,256,0.00725432155228549,64,1022.7096043384022,1048.9725644143928,0.9749631582684412,0.9818773845189397,0.6674171804481677,0.4103587511869366,813.3049841368976,64,4
coflow,npu32_ssu6_arrival218_seed20260907_once,6,20260907,once,64,512,0.023194043825860464,64,3269.8814373178748,3327.4426799297653,0.9827010565924743,0.9857091812972376,0.7693707331611336,0.8993944158104716,796.4363822997041,64,4
coflow,npu32_ssu6_arrival218_seed20260907_once,6,20260907,once,96,512,0.03294291466210599,64,4644.271001362178,6625.1037612857135,0.7010110586495748,0.777903113600208,0.32401055467157724,30.950511873804746,804.8211021729867,44,0
coflow,npu32_ssu6_arrival218_seed20260907_once,6,20260907,once,192,512,0.12437905906521143,128,17534.880052909888,20672.286498150388,0.8482312807767436,0.8816021046891453,0.441054577198347,24.51098785344163,764.6883525769256,114,0
coflow,npu32_ssu6_arrival218_seed20260907_once,6,20260907,once,192,1024,0.18576762192341098,96,26189.400310814995,27453.383015515712,0.9539589454608798,0.9597490452462196,0.7005476248323717,13.166486507298913,761.776291852159,96,8
coflow,npu32_ssu6_arrival218_seed20260907_once,6,20260907,once,192,2048,0.6179054772998038,160,87111.91827562709,88158.8398713153,0.9881245987672207,0.9886616941683771,0.8592813417308949,6.543259973051628,716.2904296703394,160,11
coflow,npu32_ssu6_arrival218_seed20260907_strategy1,6,20260907,strategy1,32,128,0.00855656167132576,128,1206.2985819289636,1280.342547239175,0.9421686286456122,0.9511477014017855,0.573191250298099,0.5784684789861587,761.0842850222166,127,0
coflow,npu32_ssu6_arrival218_seed20260907_strategy1,6,20260907,strategy1,32,256,0.00725432155228549,64,1022.7096043384022,1075.4808333374763,0.9509324319287846,0.9580730727858295,0.7163344506834064,0.8245504531098892,691.6952137408862,64,5
coflow,npu32_ssu6_arrival218_seed20260907_strategy1,6,20260907,strategy1,64,512,0.023194043825860464,64,3269.8814373178748,3429.788373479505,0.9533770254170506,0.958362099439882,0.7281687765192918,2.49854587752509,703.1662386182256,64,4
coflow,npu32_ssu6_arrival218_seed20260907_strategy1,6,20260907,strategy1,96,512,0.03294291466210599,64,4644.271001362178,4888.025875386641,0.9501322455652546,0.9562923246926219,0.7148195458260268,3.8086699066318253,747.8182801825941,64,2
coflow,npu32_ssu6_arrival218_seed20260907_strategy1,6,20260907,strategy1,192,512,0.12437905906521143,128,17534.880052909888,19723.376348333913,0.8890404839022963,0.9110277739074555,0.5418131632231977,17.09762730800048,763.0724013044991,118,1
coflow,npu32_ssu6_arrival218_seed20260907_strategy1,6,20260907,strategy1,192,1024,0.18576762192341098,96,26189.400310814995,27764.666875248964,0.94326362453719,0.9479570936943555,0.6712598397126122,16.409026712853628,715.2190449596533,96,7
coflow,npu32_ssu6_arrival218_seed20260907_strategy1,6,20260907,strategy1,192,2048,0.6179054772998038,160,87111.91827562709,88830.71760777204,0.9806508449055401,0.9814248070901682,0.7954519888458998,10.742495825906042,653.1953650927734,160,17
coflow,npu32_ssu6_arrival218_seed20260907_strategy2,6,20260907,strategy2,32,128,0.00855656167132576,128,1206.2985819289636,1250.4708766018007,0.9646754710570494,0.9698891564028265,0.6145532695703949,0.34509605213167066,760.28062665346,127,0
coflow,npu32_ssu6_arrival218_seed20260907_strategy2,6,20260907,strategy2,32,256,0.00725432155228549,64,1022.7096043384022,1076.3153597021421,0.9501951218288154,0.9589015469641552,0.6933042263734482,0.8375899275577792,692.5826480653535,64,5
coflow,npu32_ssu6_arrival218_seed20260907_strategy2,6,20260907,strategy2,64,512,0.023194043825860464,64,3269.8814373178748,3384.157983617538,0.9662319114967837,0.9696352557350679,0.7652724176339026,1.7855710359318586,706.614471872249,64,5
coflow,npu32_ssu6_arrival218_seed20260907_strategy2,6,20260907,strategy2,96,512,0.03294291466210599,64,4644.271001362178,5034.69448599003,0.9224533910221806,0.9394955007281338,0.5639713706964408,6.10036694730981,732.0433047824873,61,0
coflow,npu32_ssu6_arrival218_seed20260907_strategy2,6,20260907,strategy2,192,512,0.12437905906521143,128,17534.880052909888,19263.572940312617,0.9102610459254359,0.9262695920487437,0.5148008615636701,13.505413182834129,764.8705740109314,123,2
coflow,npu32_ssu6_arrival218_seed20260907_strategy2,6,20260907,strategy2,192,1024,0.18576762192341098,96,26189.400310814995,27577.91045153809,0.9496513652416456,0.9553533800308803,0.6423048377057068,14.463647299198719,716.2037640108148,95,7
coflow,npu32_ssu6_arrival218_seed20260907_strategy2,6,20260907,strategy2,192,2048,0.6179054772998038,160,87111.91827562709,88661.80827993699,0.9825190796987092,0.9831266222476854,0.8723039218550661,9.686812526936802,648.1527688867094,160,18
coflow,npu32_ssu6_arrival218_seed20260907_strategy3,6,20260907,strategy3,32,128,0.00855656167132576,128,1206.2985819289636,1251.2223945114956,0.9640960609563968,0.9690413823879894,0.6026933174239323,0.3509672858011616,756.3583460382599,127,0
coflow,npu32_ssu6_arrival218_seed20260907_strategy3,6,20260907,strategy3,32,256,0.00725432155228549,64,1022.7096043384022,1064.1241600045264,0.9610810869420087,0.965511718248327,0.714399366808461,0.647102432282537,683.7772533320372,64,5
coflow,npu32_ssu6_arrival218_seed20260907_strategy3,6,20260907,strategy3,64,512,0.023194043825860464,64,3269.8814373178748,3382.760578729915,0.9666310580412341,0.9690870425040146,0.794705464693586,1.76373658456275,690.0501356655462,64,5
coflow,npu32_ssu6_arrival218_seed20260907_strategy3,6,20260907,strategy3,96,512,0.03294291466210599,64,4644.271001362178,4786.435138367136,0.9702985347350898,0.9731200710699254,0.7581268895026125,2.221314640702077,736.0085830439295,64,3
coflow,npu32_ssu6_arrival218_seed20260907_strategy3,6,20260907,strategy3,192,512,0.12437905906521143,128,17534.880052909888,19524.094131404858,0.8981149104738599,0.9197299335711129,0.5049173705101758,15.54073498824221,754.710833681188,118,1
