experiment,case,ssu,seed,strategy,start_ms,end_ms,seq_len_k,nql,compute_ms,active_ms,share_of_fleet_time_compute,share_of_fleet_time_active,profile_compute_fraction,all_cards_active
coflow,npu32_ssu5_arrival218_seed20260906_baseline,5,20260906,baseline,2000,3000,96,512,843.5882873568125,929.7165406832937,0.026362133979900393,0.029053641896352927,0.9073607389375031,True
coflow,npu32_ssu5_arrival218_seed20260906_baseline,5,20260906,baseline,2000,3000,192,512,2892.452001331656,2972.6203916611257,0.09038912504161425,0.09289438723941018,0.973031070312792,True
coflow,npu32_ssu5_arrival218_seed20260906_baseline,5,20260906,baseline,2000,3000,192,1024,3117.932060212794,3153.614110549376,0.09743537688164981,0.098550440954668,0.988685346689305,True
coflow,npu32_ssu5_arrival218_seed20260906_baseline,5,20260906,baseline,2000,3000,192,2048,21818.468767994083,21943.454141198483,0.6818271489998151,0.6857329419124526,0.9943042069675921,True
coflow,npu32_ssu5_arrival218_seed20260906_baseline,5,20260906,baseline,3000,4000,32,128,212.7686960987321,1879.523627425448,0.0066490217530853785,0.05873511335704525,0.11320352295340945,True
coflow,npu32_ssu5_arrival218_seed20260906_baseline,5,20260906,baseline,3000,4000,32,256,223.71772594904905,1152.2632643706506,0.006991178935907783,0.036008227011582836,0.19415504500287997,True
coflow,npu32_ssu5_arrival218_seed20260906_baseline,5,20260906,baseline,3000,4000,64,512,527.203769369688,866.0245170759381,0.016475117792802748,0.027063266158623065,0.608763099628806,True
coflow,npu32_ssu5_arrival218_seed20260906_baseline,5,20260906,baseline,3000,4000,96,512,807.1001288855564,1101.360155117835,0.025221879027673637,0.03441750484743234,0.7328212530071097,True
coflow,npu32_ssu5_arrival218_seed20260906_baseline,5,20260906,baseline,3000,4000,192,512,3385.5558981438753,3492.4903531051473,0.1057986218169961,0.10914032353453586,0.9693816033403794,True
coflow,npu32_ssu5_arrival218_seed20260906_baseline,5,20260906,baseline,3000,4000,192,1024,5284.295607937867,5377.718402106373,0.16513423774805835,0.16805370006582415,0.982627801014662,True
coflow,npu32_ssu5_arrival218_seed20260906_baseline,5,20260906,baseline,3000,4000,192,2048,18046.19984391811,18130.619680798605,0.5639437451224409,0.5665818650249564,0.995343797489178,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,0,1000,32,128,212.04467260469823,2948.5840430839685,0.0066263960188968195,0.09214325134637401,0.07191406773771912,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,0,1000,32,256,257.67488078057244,1728.7886462632446,0.008052340024392889,0.05402464519572639,0.14904938283666633,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,0,1000,64,512,803.8243560346376,2122.315303688013,0.025119511126082426,0.0663223532402504,0.3787487913025021,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,0,1000,96,512,943.3675471516931,2073.0618140204674,0.02948023584849041,0.06478318168813961,0.4550600183610247,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,0,1000,192,512,3929.729844441039,5205.101532508288,0.12280405763878247,0.162659422890884,0.7549765974588665,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,0,1000,192,1024,4500.0304957666385,4855.073227998752,0.14062595299270744,0.151721038374961,0.9268718069617126,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,0,1000,192,2048,12670.038709319395,13067.075432437266,0.39593870966623107,0.4083461072636646,0.969615487017678,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,1000,2000,32,128,193.19625726205777,1583.7307172843712,0.0060373830394393055,0.0494915849151366,0.12198807231151777,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,1000,2000,32,256,173.78073354968797,823.4452419896525,0.005430647923427749,0.025732663812176638,0.21104103185998094,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,1000,2000,64,512,473.4730804176494,726.4497066234969,0.014796033763051544,0.02270155333198428,0.6517630554471958,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,1000,2000,96,512,834.5174455572569,1146.825208581367,0.02607867017366428,0.03583828776816772,0.7276762311403692,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,1000,2000,192,512,2931.5915586765186,3018.5320552523635,0.0916122362086412,0.09432912672663636,0.9711977560667063,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,1000,2000,192,1024,5906.7133166877875,5973.463698795646,0.18458479114649337,0.18667074058736396,0.9888255147308727,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,1000,2000,192,2048,18620.98348787817,18727.5533714731,0.5819057339961928,0.5852360428585344,0.9943094604254465,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,2000,3000,32,128,305.1087233589815,2624.563546913952,0.009534647604968171,0.082017610841061,0.11625122345303406,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,2000,3000,32,256,251.6824416926802,1399.267383589663,0.007865076302896255,0.04372710573717697,0.17986729673282115,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,2000,3000,64,512,711.5036188584354,1468.2050423541882,0.022234488089326106,0.04588140757356838,0.48460780227098077,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,2000,3000,96,512,689.3839767647069,985.0271506689419,0.02154324927389709,0.030782098458404433,0.6998629188002983,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,2000,3000,192,512,3276.0311274709416,3500.142879212162,0.10237597273346692,0.10937946497538006,0.9359706847762554,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,2000,3000,192,1024,5304.312380631304,5408.407829576119,0.16575976189472827,0.16901274467425373,0.9807530326438099,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,2000,3000,192,2048,16446.06623519607,16614.386167684974,0.5139395698498772,0.5191995677401554,0.9898690249046765,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,3000,4000,32,128,217.93480239927248,1378.8950575006925,0.006810462574977265,0.04309047054689664,0.15805031805269418,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,3000,4000,32,256,195.75301020541792,943.3758401769687,0.00611728156891931,0.029480495005530273,0.2075026748286202,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,3000,4000,64,512,566.278994421983,888.3918627480457,0.01769621857568697,0.02776224571087643,0.637420285087172,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,3000,4000,96,512,870.8008127554203,1015.6111212093642,0.027212525398606885,0.03173784753779263,0.8574155939908304,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,3000,4000,192,512,3042.273407886077,3131.9566806014705,0.09507104399643991,0.09787364626879595,0.9713650979686698,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,3000,4000,192,1024,4553.609341001034,4652.6810729679,0.14230029190628232,0.1453962835302469,0.9787065284696875,True
coflow,npu32_ssu5_arrival218_seed20260907_baseline,5,20260907,baseline,3000,4000,192,2048,19889.127971589664,19989.088364795556,0.621535249112177,0.6246590113998611,0.9949992520228216,True
coflow,npu32_ssu6_arrival218_seed20260906_baseline,6,20260906,baseline,0,1000,32,128,236.78321774191397,1384.3487814190826,0.007399475554434811,0.04326089941934633,0.17104303548357935,True
coflow,npu32_ssu6_arrival218_seed20260906_baseline,6,20260906,baseline,0,1000,32,256,159.79837567787467,570.2977978134955,0.004993699239933583,0.017821806181671736,0.28020163551487803,True
coflow,npu32_ssu6_arrival218_seed20260906_baseline,6,20260906,baseline,0,1000,64,512,459.8270771228262,732.397983693894,0.01436959616008832,0.02288743699043419,0.6278377157780531,True
coflow,npu32_ssu6_arrival218_seed20260906_baseline,6,20260906,baseline,0,1000,96,512,798.2340783591249,1090.7101507832783,0.02494481494872265,0.03408469221197745,0.7318480329406343,True
coflow,npu32_ssu6_arrival218_seed20260906_baseline,6,20260906,baseline,0,1000,192,512,3196.1750837656427,3425.439163785244,0.09988047136767633,0.10704497386828887,0.9330701644205365,True
coflow,npu32_ssu6_arrival218_seed20260906_baseline,6,20260906,baseline,0,1000,192,1024,7010.079833980096,7306.847894252296,0.219064994811878,0.22833899669538427,0.959384940734069,True
coflow,npu32_ssu6_arrival218_seed20260906_baseline,6,20260906,baseline,0,1000,192,2048,17165.96846776952,17489.95822825271,0.5364365146177975,0.5465611946328972,0.9814756698526683,True
coflow,npu32_ssu6_arrival218_seed20260906_baseline,6,20260906,baseline,1000,2000,32,128,243.85137349540219,1233.1113153435385,0.007620355421731318,0.03853472860448558,0.1977529282727135,True
