scenario,strategy,U_percent,slo_1p5_percent,sample_count,seeds,cohort,aggregation,placement,maximum_ratio
full,asu_baseline,62.384978288533524,40.29543087150066,589,"[7, 19, 43]","admitted in warm [2000,4000) ms; followed through completion",equal mean of per-seed U and SLO,original frozen stripe,16.562048125692833
full,once,64.44074650169944,76.13026819923373,602,"[7, 19, 43]","admitted in warm [2000,4000) ms; followed through completion",equal mean of per-seed U and SLO,original frozen stripe,5.270286876532773
full,od_baseline,62.52740597798449,38.9136502476733,586,"[7, 19, 43]","admitted in warm [2000,4000) ms; followed through completion",equal mean of per-seed U and SLO,original frozen stripe,6.851750288873248
semi,asu_baseline,99.24275567281495,96.27054975026563,506,"[7, 19, 43]","admitted in warm [2000,4000) ms; followed through completion",equal mean of per-seed U and SLO,original frozen stripe,2.821354713926963
semi,once,99.28367991649814,99.80952380952381,493,"[7, 19, 43]","admitted in warm [2000,4000) ms; followed through completion",equal mean of per-seed U and SLO,original frozen stripe,1.5534861564015383
semi,od_baseline,98.88434305853097,95.18043034609299,498,"[7, 19, 43]","admitted in warm [2000,4000) ms; followed through completion",equal mean of per-seed U and SLO,original frozen stripe,2.7630957182649256
near35,asu_baseline,99.2496951359433,96.19815041479667,503,"[7, 19, 43]","admitted in warm [2000,4000) ms; followed through completion",equal mean of per-seed U and SLO,original frozen stripe,4.024466084467165
near35,once,99.40120592040962,100.0,509,"[7, 19, 43]","admitted in warm [2000,4000) ms; followed through completion",equal mean of per-seed U and SLO,original frozen stripe,1.401391981185808
near35,od_baseline,99.26806020342553,97.0446687225493,512,"[7, 19, 43]","admitted in warm [2000,4000) ms; followed through completion",equal mean of per-seed U and SLO,original frozen stripe,2.776202514640799
