regime,policy,seed,request_id,npu_id,admission_ms,completion_ms,ideal_ms,ratio,passed,completed_after_window,raw_ratio
full,baseline,19,7000005,7,2125.092693766287,2374.757088747607,122.48236916054397,2.038370066585437,False,False,2.038370066585437
full,baseline,19,7000006,7,2374.757088747607,2793.6892478691043,400.5413596855101,1.0459148574579833,True,False,1.0459148574579833
full,baseline,19,7000007,7,2793.6892478691043,3046.267360878079,26.717256165257165,9.453744480596207,False,False,9.453744480596207
full,baseline,19,7000008,7,3046.267360878079,3534.0142251957104,458.55018171426593,1.0636717283465356,True,False,1.0636717283465356
full,baseline,19,7000009,7,3534.0142251957104,3785.953997412847,48.19209238871334,5.2278238966055195,False,False,5.2278238966055195
full,baseline,19,7000010,7,3785.953997412847,4062.6049125886657,58.92951067026337,4.69460737123379,False,True,4.69460737123379
full,baseline,19,8000005,8,2408.5019314226874,2668.6724818547364,229.85653940820262,1.131882308425481,True,False,1.131882308425481
full,baseline,19,8000006,8,2668.6724818547364,2924.7771633064017,48.19209238871334,5.314246980312592,False,False,5.314246980312592
full,baseline,19,8000007,8,2924.7771633064017,3174.9578418237793,122.48236916054397,2.042585232732173,False,False,2.042585232732173
full,baseline,19,8000008,8,3174.9578418237793,3404.5318164331543,122.48236916054397,1.8743430273500061,False,False,1.8743430273500061
full,baseline,19,8000009,8,3404.5318164331543,3692.340548817065,101.00752608339441,2.849379086329553,False,False,2.849379086329553
full,baseline,19,8000010,8,3692.340548817065,3974.187477896283,58.92951067026337,4.782780747260498,False,False,4.782780747260498
full,baseline,19,8000011,8,3974.187477896283,4196.223325032887,15.979837567787547,13.894749943152638,False,True,13.894749943152638
full,baseline,19,9000008,9,2156.986135604177,2410.353173342334,122.48236916054397,2.068600072603556,False,False,2.068600072603556
full,baseline,19,9000009,9,2410.353173342334,2657.827090064214,48.19209238871334,5.135156090044332,False,False,5.135156090044332
full,baseline,19,9000010,9,2657.827090064214,2954.488490253938,186.90687789087698,1.587214999990131,False,False,1.587214999990131
full,baseline,19,9000011,9,2954.488490253938,3709.86532515399,744.1386016188327,1.0151023388072749,True,False,1.0151023388072749
full,baseline,19,9000012,9,3709.86532515399,4005.105884287173,283.5436075005082,1.0412527432227647,True,True,1.0412527432227647
full,baseline,19,10000007,10,2097.928575210736,2308.628841837576,32.085964974046185,6.56674239959035,False,False,6.56674239959035
full,baseline,19,10000008,10,2308.628841837576,2584.7149920782254,72.35128428205302,3.8159122257506812,False,False,3.8159122257506812
full,baseline,19,10000009,10,2584.7149920782254,2832.8487291886263,26.717256165257165,9.28739596519913,False,False,9.28739596519913
full,baseline,19,10000010,10,2832.8487291886263,3102.093299596658,58.057852632638046,4.637522026721881,False,False,4.637522026721881
full,baseline,19,10000011,10,3102.093299596658,3335.379603535188,186.90687789087698,1.24814189060892,True,False,1.24814189060892
full,baseline,19,10000012,10,3335.379603535188,3611.7032947046387,122.48236916054397,2.2560283007528947,False,False,2.2560283007528947
full,baseline,19,10000013,10,3611.7032947046387,3914.9291431340334,229.85653940820262,1.3191960916582646,True,False,1.3191960916582646
full,baseline,19,10000014,10,3914.9291431340334,4164.658973587678,228.74273596704626,1.0917497746884588,True,True,1.0917497746884588
full,baseline,19,11000007,11,2125.576037207769,2358.8598427379634,101.00752608339441,2.3095685497493466,False,False,2.3095685497493466
full,baseline,19,11000008,11,2358.8598427379634,2609.5259180933103,122.48236916054397,2.046548226273987,False,False,2.046548226273987
full,baseline,19,11000009,11,2609.5259180933103,2851.6724911949973,15.979837567787547,15.153256225195337,False,False,15.153256225195337
full,baseline,19,11000010,11,2851.6724911949973,3175.6140668361923,283.5436075005082,1.1424753268000034,True,False,1.1424753268000034
full,baseline,19,11000011,11,3175.6140668361923,3404.843342200296,72.35128428205302,3.168282051089516,False,False,3.168282051089516
full,baseline,19,11000012,11,3404.843342200296,3702.4699138555693,72.35128428205302,4.113632185090331,False,False,4.113632185090331
full,baseline,19,11000013,11,3702.4699138555693,4010.426250775635,229.85653940820262,1.3397762696373205,True,True,1.3397762696373205
full,baseline,19,12000006,12,2165.9812822892122,2592.134019499964,400.5413596855101,1.0639419048892995,True,False,1.0639419048892995
full,baseline,19,12000007,12,2592.134019499964,2836.808216467874,72.35128428205302,3.3817533357677023,False,False,3.3817533357677023
full,baseline,19,12000008,12,2836.808216467874,3119.3290889655814,48.19209238871334,5.862390663989393,False,False,5.862390663989393
full,baseline,19,12000009,12,3119.3290889655814,3350.866273574994,58.92951067026337,3.929053236246359,False,False,3.929053236246359
full,baseline,19,12000010,12,3350.866273574994,3837.0421030033276,458.55018171426593,1.0602456368260298,True,False,1.0602456368260298
full,baseline,19,12000011,12,3837.0421030033276,4967.728409238861,1130.6863062355314,1.0000000000000016,True,True,1.0000000000000016
full,baseline,19,13000007,13,2039.705189759915,2271.8826325572995,101.00752608339441,2.298615279476234,False,False,2.298615279476234
full,baseline,19,13000008,13,2271.8826325572995,2544.152982177641,243.80186035081854,1.1167689583195075,True,False,1.1167689583195075
full,baseline,19,13000009,13,2544.152982177641,2806.0416614445803,229.85653940820262,1.1393570961313855,True,False,1.1393570961313855
full,baseline,19,13000010,13,2806.0416614445803,3070.813249283002,58.92951067026337,4.493021999112388,False,False,4.493021999112388
full,baseline,19,13000011,13,3070.813249283002,3268.2623517206816,58.057852632638046,3.4009026080768443,False,False,3.4009026080768443
full,baseline,19,13000012,13,3268.2623517206816,3579.2282306584475,229.85653940820262,1.3528694016641443,True,False,1.3528694016641443
full,baseline,19,13000013,13,3579.2282306584475,3861.1299544873364,186.90687789087698,1.508246924939131,False,False,1.508246924939131
full,baseline,19,13000014,13,3861.1299544873364,4111.603328830262,200.85214333740902,1.247053529930019,True,True,1.247053529930019
full,baseline,19,14000007,14,2370.960057438522,2771.5014171240327,400.5413596855101,1.000000000000001,True,False,1.000000000000001
full,baseline,19,14000008,14,2771.5014171240327,3053.49886054126,229.85653940820262,1.2268410728851509,True,False,1.2268410728851509
full,baseline,19,14000009,14,3053.49886054126,3248.9244045817168,32.085964974046185,6.090686198733101,False,False,6.090686198733101
full,baseline,19,14000010,14,3248.9244045817168,3526.3525890264677,72.35128428205302,3.8344610907420753,False,False,3.8344610907420753
full,baseline,19,14000011,14,3526.3525890264677,3830.70606532718,186.90687789087698,1.6283695909703493,False,False,1.6283695909703493
full,baseline,19,14000012,14,3830.70606532718,4137.692172739321,283.5436075005082,1.0826768768242843,True,True,1.0826768768242843
full,baseline,19,15000007,15,2077.4611630045683,2301.987932959722,48.19209238871334,4.658996088904789,False,False,4.658996088904789
full,baseline,19,15000008,15,2301.987932959722,2553.0826227188995,26.717256165257165,9.398221441829733,False,False,9.398221441829733
full,baseline,19,15000009,15,2553.0826227188995,2823.250081051942,200.85214333740902,1.345106175338101,True,False,1.345106175338101
full,baseline,19,15000010,15,2823.250081051942,3070.868505599294,15.979837567787547,15.495678444598596,False,False,15.495678444598596
full,baseline,19,15000011,15,3070.868505599294,3289.2454852563965,122.48236916054397,1.7829258296829997,False,False,1.7829258296829997
full,baseline,19,15000012,15,3289.2454852563965,3603.623886396612,283.5436075005082,1.108747976762805,True,False,1.108747976762805
full,baseline,19,15000013,15,3603.623886396612,3856.3909115397246,32.085964974046185,7.87780655335041,False,False,7.87780655335041
full,baseline,19,15000014,15,3856.3909115397246,4372.188073390463,486.44082678401566,1.0603492417789122,True,True,1.0603492417789122
full,baseline,19,16000007,16,2562.3615009199675,2962.902860605478,400.5413596855101,1.000000000000001,True,False,1.000000000000001
full,baseline,19,16000008,16,2962.902860605478,3182.8827228052246,122.48236916054397,1.796012468630547,False,False,1.796012468630547
full,baseline,19,16000009,16,3182.8827228052246,4322.75092039569,1130.6863062355314,1.0081206354974825,True,True,1.0081206354974825
full,baseline,19,17000007,17,2071.7273202097335,2269.202195175836,114.952820977,1.7178775891512374,False,False,1.7178775891512374
full,baseline,19,17000008,17,2269.202195175836,2743.9590646732495,458.55018171426593,1.0353433243065342,True,False,1.0353433243065342
full,baseline,19,17000009,17,2743.9590646732495,3036.268093662173,283.5436075005082,1.030913839199848,True,False,1.030913839199848
full,baseline,19,17000010,17,3036.268093662173,3209.7220890709737,15.979837567787547,10.85455309999222,False,False,10.85455309999222
full,baseline,19,17000011,17,3209.7220890709737,3509.431706610596,229.85653940820262,1.3038985895779431,True,False,1.3038985895779431
full,baseline,19,17000012,17,3509.431706610596,3894.1766957929567,372.6508694745985,1.0324542908616148,True,False,1.0324542908616148
full,baseline,19,17000013,17,3894.1766957929567,4136.56664613096,72.35128428205302,3.350181724391714,False,True,3.350181724391714
full,baseline,19,18000007,18,2059.0420547782837,2269.926103286908,58.92951067026337,3.5785813611895354,False,False,3.5785813611895354
full,baseline,19,18000008,18,2269.926103286908,3423.6315051124866,1130.6863062355314,1.0203585162950155,True,False,1.0203585162950155
full,baseline,19,18000009,18,3423.6315051124866,3882.1816868267515,458.55018171426593,0.9999999999999978,True,False,0.9999999999999978
full,baseline,19,18000010,18,3882.1816868267515,4118.320215662768,101.00752608339441,2.3378310309377746,False,True,2.3378310309377746
full,baseline,19,19000007,19,2014.1879625216684,2207.5477063349394,58.057852632638046,3.3304666818588315,False,False,3.3304666818588315
full,baseline,19,19000008,19,2207.5477063349394,2446.407831629565,101.00752608339441,2.364775522740914,False,False,2.364775522740914
full,baseline,19,19000009,19,2446.407831629565,2696.728915015386,48.19209238871334,5.19423563033438,False,False,5.19423563033438
full,baseline,19,19000010,19,2696.728915015386,3012.0482837590334,229.85653940820262,1.371809431898177,True,False,1.371809431898177
full,baseline,19,19000011,19,3012.0482837590334,3266.3385985350633,243.80186035081854,1.0430204035773925,True,False,1.0430204035773925
full,baseline,19,19000012,19,3266.3385985350633,3517.4742447664003,58.92951067026337,4.261627890252675,False,False,4.261627890252675
full,baseline,19,19000013,19,3517.4742447664003,3813.9763378057646,72.35128428205302,4.0980902548113125,False,False,4.0980902548113125
full,baseline,19,19000014,19,3813.9763378057646,4077.621239748584,122.48236916054397,2.1525130820848686,False,True,2.1525130820848686
full,baseline,19,20000009,20,2179.4921669567134,2435.002916621125,186.90687789087698,1.367048406926942,True,False,1.367048406926942
full,baseline,19,20000010,20,2435.002916621125,2689.719555026551,200.85214333740902,1.268179837033307,True,False,1.268179837033307
full,baseline,19,20000011,20,2689.719555026551,2968.189084472563,243.80186035081854,1.142196081052493,True,False,1.142196081052493
full,baseline,19,20000012,20,2968.189084472563,3371.6039291679326,400.5413596855101,1.0071740032343117,True,False,1.0071740032343117
full,baseline,19,20000013,20,3371.6039291679326,3623.2882586075716,26.717256165257165,9.420291061434916,False,False,9.420291061434916
full,baseline,19,20000014,20,3623.2882586075716,4785.86246895526,1130.6863062355314,1.028202255511808,True,True,1.028202255511808
full,baseline,19,21000005,21,2024.336565889117,2224.4606339265565,58.92951067026337,3.3959906634423276,False,False,3.3959906634423276
full,baseline,19,21000006,21,2224.4606339265565,2481.5194023347594,58.92951067026337,4.362139876683521,False,False,4.362139876683521
full,baseline,19,21000007,21,2481.5194023347594,2727.662273844412,32.085964974046185,7.671356361223782,False,False,7.671356361223782
full,baseline,19,21000008,21,2727.662273844412,3018.841479603198,101.00752608339441,2.882747623364034,False,False,2.882747623364034
full,baseline,19,21000009,21,3018.841479603198,3440.3270736991826,400.5413596855101,1.052289817028931,True,False,1.052289817028931
full,baseline,19,21000010,21,3440.3270736991826,3719.3283402253846,58.92951067026337,4.734491485723296,False,False,4.734491485723296
full,baseline,19,21000011,21,3719.3283402253846,4018.9327978514693,243.80186035081854,1.2288850347366875,True,True,1.2288850347366875
full,baseline,19,22000009,22,2262.381442040792,2513.904283808625,186.90687789087698,1.3457120711987993,True,False,1.3457120711987993
full,baseline,19,22000010,22,2513.904283808625,2747.204287830737,101.00752608339441,2.309728918907422,False,False,2.309728918907422
full,baseline,19,22000011,22,2747.204287830737,3903.2659808204944,1130.6863062355314,1.022442464027631,True,False,1.022442464027631
full,baseline,19,22000012,22,3903.2659808204944,4119.792660970387,15.979837567787547,13.549992559772408,False,True,13.549992559772408
full,baseline,19,23000006,23,2163.9441097175345,2393.4990681269314,58.057852632638046,3.9539002563858063,False,False,3.9539002563858063
full,baseline,19,23000007,23,2393.4990681269314,2672.314723164094,186.90687789087698,1.4917356610062549,True,False,1.4917356610062549
full,baseline,19,23000008,23,2672.314723164094,2939.88705863096,72.35128428205302,3.698238920317797,False,False,3.698238920317797
full,baseline,19,23000009,23,2939.88705863096,3189.731037512796,72.35128428205302,3.453207242429152,False,False,3.453207242429152
full,baseline,19,23000010,23,3189.731037512796,4336.863469223815,1130.6863062355314,1.014545259268455,True,True,1.014545259268455
full,baseline,19,24000005,24,2098.9979016474394,2335.026034156011,48.19209238871334,4.897652722873882,False,False,4.897652722873882
full,baseline,19,24000006,24,2335.026034156011,2581.9159214684346,15.979837567787547,15.450087415788802,False,False,15.450087415788802
full,baseline,19,24000007,24,2581.9159214684346,2852.906297378705,58.92951067026337,4.598551266216703,False,False,4.598551266216703
full,baseline,19,24000008,24,2852.906297378705,3152.728139105713,229.85653940820262,1.3043868253604656,True,False,1.3043868253604656
full,baseline,19,24000009,24,3152.728139105713,3351.232830485037,32.085964974046185,6.186651750691967,False,False,6.186651750691967
full,baseline,19,24000010,24,3351.232830485037,3671.9215595158694,229.85653940820262,1.3951690469911784,True,False,1.3951690469911784
full,baseline,19,24000011,24,3671.9215595158694,3911.5579739830832,15.979837567787547,14.996173362254781,False,False,14.996173362254781
full,baseline,19,24000012,24,3911.5579739830832,4154.134367809548,58.057852632638046,4.178184049647355,False,True,4.178184049647355
full,baseline,19,25000007,25,2109.1716205510256,2338.119514359162,228.74273596704626,1.0008968933602327,True,False,1.0008968933602327
full,baseline,19,25000008,25,2338.119514359162,2574.3942818248775,101.00752608339441,2.3391798277550206,False,False,2.3391798277550206
full,baseline,19,25000009,25,2574.3942818248775,2824.1483965470247,26.717256165257165,9.348045067851125,False,False,9.348045067851125
full,baseline,19,25000010,25,2824.1483965470247,3112.2736537849173,48.19209238871334,5.978683285089566,False,False,5.978683285089566
full,baseline,19,25000011,25,3112.2736537849173,3325.2363618053464,101.00752608339441,2.1083845558656846,False,False,2.1083845558656846
full,baseline,19,25000012,25,3325.2363618053464,3606.828075846365,32.085964974046185,8.776164727125824,False,False,8.776164727125824
full,baseline,19,25000013,25,3606.828075846365,3879.1705548456816,58.057852632638046,4.690881020394737,False,False,4.690881020394737
full,baseline,19,25000014,25,3879.1705548456816,5038.938435654479,1130.6863062355314,1.0257202854698833,True,True,1.0257202854698833
full,baseline,19,26000006,26,2484.435090191029,2942.9852719052938,458.55018171426593,0.9999999999999978,True,False,0.9999999999999978
full,baseline,19,26000007,26,2942.9852719052938,3167.5838502086667,101.00752608339441,2.2235826082695915,False,False,2.2235826082695915
full,baseline,19,26000008,26,3167.5838502086667,3400.712817493823,101.00752608339441,2.3080356120461656,False,False,2.3080356120461656
full,baseline,19,26000009,26,3400.712817493823,3711.2976286864305,243.80186035081854,1.2739230568039623,True,False,1.2739230568039623
full,baseline,19,26000010,26,3711.2976286864305,3961.9549219132355,26.717256165257165,9.381850129982924,False,False,9.381850129982924
full,baseline,19,26000011,26,3961.9549219132355,4201.002403403375,114.952820977,2.0795268829285067,False,True,2.0795268829285067
full,baseline,19,27000008,27,2044.3360637579128,2632.0045724069996,565.9243027292647,1.0384224635962036,True,False,1.0384224635962036
full,baseline,19,27000009,27,2632.0045724069996,2857.114080550466,15.979837567787547,14.087096141530647,False,False,14.087096141530647
full,baseline,19,27000010,27,2857.114080550466,3129.080196818045,32.085964974046185,8.476170702285806,False,False,8.476170702285806
full,baseline,19,27000011,27,3129.080196818045,3330.094758042047,114.952820977,1.7486701023563531,False,False,1.7486701023563531
full,baseline,19,27000012,27,3330.094758042047,3644.3913471135256,229.85653940820262,1.3673597883300537,True,False,1.3673597883300537
full,baseline,19,27000013,27,3644.3913471135256,3925.8709365430004,186.90687789087698,1.5059883970338042,False,False,1.5059883970338042
full,baseline,19,27000014,27,3925.8709365430004,4169.291713269632,72.35128428205302,3.364429244651473,False,True,3.364429244651473
full,baseline,19,28000008,28,2267.4184048113593,2500.1266971598416,32.085964974046185,7.25265057593612,False,False,7.25265057593612
full,baseline,19,28000009,28,2500.1266971598416,2750.4768337809355,32.085964974046185,7.80248114163305,False,False,7.80248114163305
full,baseline,19,28000010,28,2750.4768337809355,3055.3739665899443,72.35128428205302,4.214121916902028,False,False,4.214121916902028
full,baseline,19,28000011,28,3055.3739665899443,3993.1151325117635,915.9373744307104,1.0238048933254422,True,False,1.0238048933254422
full,baseline,19,28000012,28,3993.1151325117635,4559.039435241026,565.9243027292647,0.9999999999999958,True,True,0.9999999999999958
full,baseline,19,29000007,29,2441.7594653975066,2676.4714992439017,48.19209238871334,4.8703432910367885,False,False,4.8703432910367885
full,baseline,19,29000008,29,2676.4714992439017,3161.810016821687,458.55018171426593,1.0584196385297953,True,False,1.0584196385297953
full,baseline,19,29000009,29,3161.810016821687,3349.7147122643332,15.979837567787547,11.758861418055213,False,False,11.758861418055213
full,baseline,19,29000010,29,3349.7147122643332,3652.354997329877,58.92951067026337,5.1356320733587895,False,False,5.1356320733587895
full,baseline,19,29000011,29,3652.354997329877,3944.9586570955016,58.92951067026337,4.965316298023778,False,False,4.965316298023778
full,baseline,19,29000012,29,3944.9586570955016,4716.240347224302,744.1386016188327,1.0364758506693774,True,True,1.0364758506693774
full,baseline,19,30000007,30,2056.9256601416564,2313.2482951896845,243.80186035081854,1.0513563542099016,True,False,1.0513563542099016
full,baseline,19,30000008,30,2313.2482951896845,2603.4225112599565,283.5436075005082,1.0233847930066697,True,False,1.0233847930066697
full,baseline,19,30000009,30,2603.4225112599565,2846.9267594148378,58.92951067026337,4.132127441502018,False,False,4.132127441502018
full,baseline,19,30000010,30,2846.9267594148378,4006.273488144713,1130.6863062355314,1.0253478107378562,True,True,1.0253478107378562
full,baseline,19,31000008,31,2156.288677653006,2428.5501826604004,229.85653940820262,1.184484486316419,True,False,1.184484486316419
full,baseline,19,31000009,31,2428.5501826604004,2802.8123074628784,372.6508694745985,1.0043237664523665,True,False,1.0043237664523665
full,baseline,19,31000010,31,2802.8123074628784,3065.4681717683534,58.92951067026337,4.457119384125732,False,False,4.457119384125732
full,baseline,19,31000011,31,3065.4681717683534,3834.0936881910993,744.1386016188327,1.0329063896841841,True,False,1.0329063896841841
full,baseline,19,31000012,31,3834.0936881910993,4320.5345149751165,486.44082678401566,1.000000000000003,True,True,1.000000000000003
full,baseline,43,8,0,2220.444753751942,2464.3132511149197,32.085964974046185,7.60047259168422,False,False,7.60047259168422
full,baseline,43,9,0,2464.3132511149197,2798.946216318423,283.5436075005082,1.1801816593692862,True,False,1.1801816593692862
full,baseline,43,10,0,2798.946216318423,3047.463252576272,72.35128428205302,3.434866965029047,False,False,3.434866965029047
full,baseline,43,11,0,3047.463252576272,4205.657619712096,1130.6863062355314,1.024328640710151,True,True,1.024328640710151
full,baseline,43,1000007,1,2248.3727420672185,2507.398003408978,58.92951067026337,4.395510133982283,False,False,4.395510133982283
full,baseline,43,1000008,1,2507.398003408978,2820.1314509709473,229.85653940820262,1.3605592791362149,True,False,1.3605592791362149
full,baseline,43,1000009,1,2820.1314509709473,3568.2420714674663,744.1386016188327,1.0053377406696082,True,False,1.0053377406696082
full,baseline,43,1000010,1,3568.2420714674663,3858.9479007087452,48.19209238871334,6.032230908267487,False,False,6.032230908267487
full,baseline,43,1000011,1,3858.9479007087452,4110.6274930260515,15.979837567787547,15.749821689342243,False,True,15.749821689342243
full,baseline,43,2000007,2,2010.3971378990984,2964.513653117232,915.9373744307104,1.0416831345168691,True,False,1.0416831345168691
full,baseline,43,2000008,2,2964.513653117232,3200.3338281632355,26.717256165257165,8.826511734115178,False,False,8.826511734115178
full,baseline,43,2000009,2,3200.3338281632355,3455.9718585333035,72.35128428205302,3.5332894627480704,False,False,3.5332894627480704
full,baseline,43,2000010,2,3455.9718585333035,3758.923366101663,72.35128428205302,4.187230545726575,False,False,4.187230545726575
full,baseline,43,2000011,2,3758.923366101663,4082.6766733595023,283.5436075005082,1.1418113429245946,True,True,1.1418113429245946
full,baseline,43,3000005,3,2292.317683728616,2690.6428891279174,372.6508694745985,1.0688964873767806,True,False,1.0688964873767806
full,baseline,43,3000006,3,2690.6428891279174,3606.580263558626,915.9373744307104,0.999999999999998,True,False,0.999999999999998
full,baseline,43,3000007,3,3606.580263558626,3932.9620244238918,283.5436075005082,1.1510813583222141,True,False,1.1510813583222141
full,baseline,43,3000008,3,3932.9620244238918,4171.633843508349,122.48236916054397,1.9486218361078378,False,True,1.9486218361078378
full,baseline,43,4000005,4,2067.477824719827,2332.1366635582785,15.979837567787547,16.562048125692833,False,False,16.562048125692833
full,baseline,43,4000006,4,2332.1366635582785,3281.3150294600055,915.9373744307104,1.036291773213946,True,False,1.036291773213946
full,baseline,43,4000007,4,3281.3150294600055,3487.87167701824,32.085964974046185,6.4376012292388545,False,False,6.4376012292388545
full,baseline,43,4000008,4,3487.87167701824,3838.5067714055176,229.85653940820262,1.5254518983450984,False,False,1.5254518983450984
full,baseline,43,4000009,4,3838.5067714055176,4141.039534463144,283.5436075005082,1.0669708470048453,True,True,1.0669708470048453
full,baseline,43,5000008,5,2137.5234197997115,2392.702249463628,48.19209238871334,5.2950352851597655,False,False,5.2950352851597655
full,baseline,43,5000009,5,2392.702249463628,2910.2291263445622,486.44082678401566,1.0639051008576652,True,False,1.0639051008576652
full,baseline,43,5000010,5,2910.2291263445622,3162.290705164721,101.00752608339441,2.4954732443605283,False,False,2.4954732443605283
full,baseline,43,5000011,5,3162.290705164721,3555.488012418933,372.6508694745985,1.0551358911588797,True,False,1.0551358911588797
full,baseline,43,5000012,5,3555.488012418933,3847.2165001130797,58.92951067026337,4.950465129881977,False,False,4.950465129881977
full,baseline,43,5000013,5,3847.2165001130797,4144.101864178955,229.85653940820262,1.2916115627175442,True,True,1.2916115627175442
full,baseline,43,6000005,6,2195.904262858445,2450.870692761819,72.35128428205302,3.524006967304375,False,False,3.524006967304375
full,baseline,43,6000006,6,2450.870692761819,2745.2887049585447,122.48236916054397,2.403758305906189,False,False,2.403758305906189
full,baseline,43,6000007,6,2745.2887049585447,2983.6019360712676,58.057852632638046,4.104754487229376,False,False,4.104754487229376
full,baseline,43,6000008,6,2983.6019360712676,3242.694675065115,32.085964974046185,8.074955489212288,False,False,8.074955489212288
full,baseline,43,6000009,6,3242.694675065115,3758.032776246906,486.44082678401566,1.059405528497315,True,False,1.059405528497315
