regime,policy,ratio,macro_cdf
full,baseline,2.4219733969328847,0.5195324692392358
full,baseline,2.433358589541677,0.5213245839345763
full,baseline,2.459422765252399,0.5229427069119226
full,baseline,2.4954732443605283,0.524734821607263
full,baseline,2.545643723639973,0.5263529445846094
full,baseline,2.67042629129778,0.5279710675619557
full,baseline,2.6711637372663946,0.5296631149392822
full,baseline,2.6944249314760937,0.5312812379166285
full,baseline,2.6960279511337233,0.5328993608939747
full,baseline,2.708457105828156,0.534517483871321
full,baseline,2.7417917243007595,0.5363095985666616
full,baseline,2.7580274363006843,0.5381017132620021
full,baseline,2.762054711622862,0.5398938279573425
full,baseline,2.7744358766723245,0.5415858753346691
full,baseline,2.849379086329553,0.5432779227119956
full,baseline,2.8769701793240325,0.5450700374073362
full,baseline,2.882747623364034,0.5467620847846627
full,baseline,3.1093876444753685,0.5484541321619892
full,baseline,3.168282051089516,0.5501461795393158
full,baseline,3.256723024720984,0.5517643025166622
full,baseline,3.2676749730853145,0.5533824254940084
full,baseline,3.277263758699905,0.5550005484713547
full,baseline,3.280168300216498,0.5566186714487009
full,baseline,3.3040624970321706,0.5582367944260472
full,baseline,3.313933516828552,0.5599288418033738
full,baseline,3.3170274596365923,0.5615469647807201
full,baseline,3.3304666818588315,0.5632390121580467
full,baseline,3.350181724391714,0.5649310595353733
full,baseline,3.364429244651473,0.5666231069126998
full,baseline,3.3817533357677023,0.5683151542900263
full,baseline,3.3959906634423276,0.5700072016673529
full,baseline,3.4009026080768443,0.5716992490446794
full,baseline,3.434866965029047,0.57349136374002
full,baseline,3.4488021279124244,0.5751094867173663
full,baseline,3.453207242429152,0.5768015340946928
full,baseline,3.4555807613639846,0.5784196570720391
full,baseline,3.482615689137791,0.5800377800493853
full,baseline,3.5079140381602727,0.5816559030267316
full,baseline,3.524006967304375,0.5834480177220721
full,baseline,3.5332894627480704,0.5852401324174127
full,baseline,3.5523553458266255,0.5870322471127531
full,baseline,3.558463448310647,0.5886503700900995
full,baseline,3.565492838072037,0.5902684930674457
full,baseline,3.5785813611895354,0.5919605404447723
full,baseline,3.594004999955008,0.5935786634221185
full,baseline,3.6631568606349916,0.5951967863994648
full,baseline,3.681653424734142,0.596814909376811
full,baseline,3.698238920317797,0.5985069567541377
full,baseline,3.7351150838685054,0.600125079731484
full,baseline,3.772556445392094,0.6017432027088302
full,baseline,3.7895867590953745,0.6033613256861765
full,baseline,3.7974550197282038,0.605153440381517
full,baseline,3.8159122257506812,0.6068454877588435
full,baseline,3.8344610907420753,0.6085375351361701
full,baseline,3.8453305134227893,0.6103296498315106
full,baseline,3.8592395025989004,0.6119477728088568
full,baseline,3.874428136904999,0.6136398201861835
full,baseline,3.8925562003282406,0.6152579431635298
full,baseline,3.8941578629865496,0.616876066140876
full,baseline,3.895034055633403,0.6186681808362166
full,baseline,3.9100353656878464,0.6202863038135629
full,baseline,3.917184299237624,0.6220784185089033
full,baseline,3.9191536851097863,0.6236965414862495
full,baseline,3.9268785257262624,0.625314664463596
full,baseline,3.9282617514689258,0.6269327874409422
full,baseline,3.929053236246359,0.6286248348182687
full,baseline,3.929434064318607,0.6303168821955953
full,baseline,3.9399930262320315,0.6319350051729415
full,baseline,3.9539002563858063,0.6336270525502682
full,baseline,3.9544687564855865,0.6352451755276145
full,baseline,4.015852921101347,0.637037290222955
full,baseline,4.028286680641195,0.6386554132003012
full,baseline,4.0297845923569975,0.6402735361776476
full,baseline,4.034265215450426,0.6418916591549938
full,baseline,4.05344478946501,0.6436837738503343
full,baseline,4.0776718546036035,0.6453018968276806
full,baseline,4.078099946551232,0.6469200198050268
full,baseline,4.0980902548113125,0.6486120671823534
full,baseline,4.104754487229376,0.6504041818776939
full,baseline,4.113632185090331,0.6520962292550204
full,baseline,4.132127441502018,0.653788276632347
full,baseline,4.132956233356042,0.6554063996096934
full,baseline,4.150604217949923,0.6571985143050338
full,baseline,4.1630749523708905,0.6589906290003743
full,baseline,4.164943333644682,0.6606087519777205
full,baseline,4.178172912562605,0.6622268749550669
full,baseline,4.178184049647355,0.6639189223323934
full,baseline,4.187230545726575,0.6657110370277338
full,baseline,4.214121916902028,0.6674030844050605
full,baseline,4.232295618493163,0.6691951991004009
